	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
34	34	ko:K00059	2.2368321269377558e-55	125.83711947881694	7.012069283641484e-54
35	35	ko:K00065	1.1094404410445529e-07	16.014239869905882	1.8425947911577225e-07
36	36	ko:K00067	1.7599796019011692e-39	89.23551640761376	1.499827277251215e-38
37	37	ko:K00073	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
38	38	ko:K00074	5.712257317226891e-09	18.980651564389664	1.0007852016359088e-08
39	39	ko:K00075	2.917906275577698e-32	72.6118566456292	1.6057631557293572e-31
40	40	ko:K00077	3.7997398814940865e-15	33.203843782759705	1.0023205652836767e-14
42	42	ko:K00088	3.744901271600097e-36	81.57266809388757	2.563030870290047e-35
44	44	ko:K00091	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
45	45	ko:K00096	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
46	46	ko:K00097	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
48	48	ko:K00099	4.529740000706304e-34	76.77722861893734	2.727944621351601e-33
49	49	ko:K00100	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
50	50	ko:K00101	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
51	51	ko:K00104	4.3276494879930945e-17	37.67892202969682	1.1917158707720591e-16
52	52	ko:K00111	3.7465974104146467e-16	35.52051341704291	9.995671358636644e-16
53	53	ko:K00112	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
54	54	ko:K00113	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
55	55	ko:K00116	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
56	56	ko:K00121	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
57	57	ko:K00123	1.0132599078423182e-23	52.94628437410447	3.6675830272519374e-23
58	58	ko:K00124	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
59	59	ko:K00127	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
60	60	ko:K00128	1.6355906113366612e-05	11.020921495673596	2.5659332602336985e-05
62	62	ko:K00133	5.697184853622376e-34	76.54792099428799	3.35617718474298e-33
63	63	ko:K00134	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
66	66	ko:K00145	3.372115277380964e-29	65.55942747062291	1.5764975684267062e-28
67	67	ko:K00147	1.6637902716247698e-31	70.87103958704698	8.731790199812507e-31
68	68	ko:K00151	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
73	73	ko:K00163	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
74	74	ko:K00164	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
75	75	ko:K00169	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
76	76	ko:K00170	3.674860649678058e-20	44.750186646389984	1.1337816995623606e-19
77	77	ko:K00171	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
78	78	ko:K00172	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
79	79	ko:K00174	1.0132599078423182e-23	52.94628437410447	3.6675830272519374e-23
80	80	ko:K00175	1.0132599078423182e-23	52.94628437410447	3.6675830272519374e-23
81	81	ko:K00176	1.3677889911365497e-11	25.01524046187653	3.007080242880668e-11
82	82	ko:K00177	2.8449114325234384e-20	45.00616992371042	9.039352072026961e-20
83	83	ko:K00179	1.1094404410445529e-07	16.014239869905882	1.8425947911577225e-07
84	84	ko:K00180	1.1094404410445529e-07	16.014239869905882	1.8425947911577225e-07
85	85	ko:K00187	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
86	86	ko:K00196	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
87	87	ko:K00208	1.8681430942818621e-19	43.12417182707946	5.66901504237132e-19
88	88	ko:K00209	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
89	89	ko:K00210	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
90	90	ko:K00215	7.398142747538016e-24	53.26081324321017	2.7198826373409396e-23
92	92	ko:K00226	6.16382239913969e-11	23.509738918490736	1.3317649503618124e-10
93	93	ko:K00239	1.7707255670544766e-22	50.085482658389985	6.235724639847811e-22
94	94	ko:K00240	5.1293193994894386e-15	32.90380341519437	1.333015574508321e-14
95	95	ko:K00241	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
96	96	ko:K00243	3.915348627295735e-26	58.50230804324937	1.5782765821395322e-25
98	98	ko:K00245	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
99	99	ko:K00246	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
100	100	ko:K00247	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
101	101	ko:K00248	5.1293193994894386e-15	32.90380341519437	1.333015574508321e-14
103	103	ko:K00254	0.00040792276159377157	7.804432711300666	0.0005151859050200474
104	104	ko:K00259	0.00040792276159377157	7.804432711300666	0.0005151859050200474
105	105	ko:K00260	2.98060154719366e-12	26.53889597430814	6.619160045665364e-12
106	106	ko:K00261	3.886970235008274e-24	53.90441223759074	1.4320201988577178e-23
107	107	ko:K00262	2.6008963088773606e-37	84.23979232097582	1.97656860183299e-36
108	108	ko:K00265	3.096059971199852e-26	58.73708209176272	1.2581327035743843e-25
109	109	ko:K00266	1.8693628050601754e-70	160.55535888274093	2.0510415026769613e-68
110	110	ko:K00275	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
111	111	ko:K00278	1.7836206154203856e-17	38.56530122887392	4.9309385675125775e-17
112	112	ko:K00281	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
113	113	ko:K00282	1.1918353216807526e-10	22.850356523793685	2.5531017781703003e-10
114	114	ko:K00283	3.781786174388272e-14	30.90599487098671	9.734495057387995e-14
115	115	ko:K00284	2.2943492645398795e-41	93.57553955431261	2.6762326471094738e-40
116	116	ko:K00286	4.712487686902486e-33	74.43509212889168	2.668636172373327e-32
117	117	ko:K00287	2.2028778648113e-32	72.89295834992046	1.2180006587956652e-31
118	118	ko:K00290	1.783018852562174e-35	80.01217034245995	1.1423684655740498e-34
119	119	ko:K00297	1.128320626445203e-42	96.58784354976105	1.451111252545461e-41
120	120	ko:K00303	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
121	121	ko:K00324	1.1094404410445529e-07	16.014239869905882	1.8425947911577225e-07
122	122	ko:K00325	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
123	123	ko:K00330	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
124	124	ko:K00331	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
125	125	ko:K00333	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
126	126	ko:K00334	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
127	127	ko:K00335	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
128	128	ko:K00336	2.8449114325234384e-20	45.00616992371042	9.039352072026961e-20
129	129	ko:K00337	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
130	130	ko:K00338	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
131	131	ko:K00339	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
132	132	ko:K00340	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
133	133	ko:K00341	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
134	134	ko:K00342	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
135	135	ko:K00343	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
137	137	ko:K00346	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
138	138	ko:K00347	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
139	139	ko:K00348	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
140	140	ko:K00349	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
141	141	ko:K00350	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
142	142	ko:K00351	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
143	143	ko:K00355	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
145	145	ko:K00366	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
146	146	ko:K00368	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
147	147	ko:K00375	4.529740000706304e-34	76.77722861893734	2.727944621351601e-33
148	148	ko:K00382	4.957112051465355e-15	32.93795307143429	1.3046791913564364e-14
150	150	ko:K00384	6.664555606730894e-33	74.08850479305504	3.7498805665436167e-32
151	151	ko:K00385	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
152	152	ko:K00390	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
153	153	ko:K00394	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
154	154	ko:K00395	4.072547969620483e-10	21.62158208960343	8.650160871952521e-10
155	155	ko:K00425	2.8449114325234384e-20	45.00616992371042	9.039352072026961e-20
156	156	ko:K00426	7.531212153980528e-17	37.12489057541808	2.064175321828699e-16
157	157	ko:K00428	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
158	158	ko:K00432	0.0001813154431703201	8.615272263630764	0.00023327171893403954
159	159	ko:K00441	0.00040792276159377157	7.804432711300666	0.0005151859050200474
163	163	ko:K00525	8.760032559502398e-13	27.763406587143027	2.006293171325044e-12
166	166	ko:K00528	1.665058719628988e-22	50.14701165601403	5.929027550321883e-22
167	167	ko:K00533	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
168	168	ko:K00537	4.3276494879930945e-17	37.67892202969682	1.1917158707720591e-16
169	169	ko:K00547	5.695997412863278e-12	25.891257396021352	1.2609487337051053e-11
170	170	ko:K00548	5.707034450540227e-50	113.3875551216248	1.326979997075943e-48
171	171	ko:K00549	5.315420352362603e-21	46.68367485627558	1.7137227600684205e-20
172	172	ko:K00554	1.7445594504675474e-42	96.15207184588536	2.1643633323645087e-41
174	174	ko:K00557	7.473800931938007e-06	11.804106861997731	1.1836046491670881e-05
175	175	ko:K00558	4.319398198805417e-49	111.36355346998826	9.598358908864442e-48
176	176	ko:K00560	8.245185991412603e-24	53.15241271801475	3.021800419190986e-23
177	177	ko:K00561	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
179	179	ko:K00564	1.4225521991632244e-07	15.765643069243652	2.3570461402841346e-07
180	180	ko:K00566	3.0096215224363493e-43	97.90934466794349	4.033122582165657e-42
181	181	ko:K00567	5.421859281881303e-14	30.545752504352667	1.3894998495390697e-13
183	183	ko:K00571	3.0093061761932e-11	24.22672647699247	6.513979028738794e-11
185	185	ko:K00575	4.0274202219038285e-28	63.07925657630217	1.7719639597875114e-27
186	186	ko:K00588	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
187	187	ko:K00595	1.0971438156520404e-17	39.05123630915371	3.047525266419552e-17
188	188	ko:K00600	1.7599796019011692e-39	89.23551640761376	1.499827277251215e-38
189	189	ko:K00602	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
190	190	ko:K00603	0.00040792276159377157	7.804432711300666	0.0005151859050200474
191	191	ko:K00604	7.723116561430191e-47	106.17728138848112	1.4122844920406978e-45
192	192	ko:K00605	2.98060154719366e-12	26.53889597430814	6.619160045665364e-12
193	193	ko:K00606	4.0274202219038285e-28	63.07925657630217	1.7719639597875114e-27
194	194	ko:K00609	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
195	195	ko:K00610	4.126689232385642e-40	90.6859282729205	4.286628962989937e-39
196	196	ko:K00611	2.5175202709268935e-23	52.036182741278175	9.093635464222555e-23
197	197	ko:K00615	4.982704171342193e-52	118.12845208573476	1.2769543317943387e-50
198	198	ko:K00616	1.3808998793012067e-17	38.8212112077955	3.823611574311149e-17
199	199	ko:K00619	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
200	200	ko:K00620	9.849504506026608e-24	52.97462108189507	3.591029109102744e-23
201	201	ko:K00625	2.7959103053357717e-35	79.5623205105713	1.76872812288899e-34
202	202	ko:K00626	1.5743482530438255e-11	24.874594643890116	3.459034240573762e-11
203	203	ko:K00627	7.701188368827346e-07	14.076721000392947	1.2443107392062961e-06
204	204	ko:K00631	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
205	205	ko:K00632	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
207	207	ko:K00634	2.98060154719366e-12	26.53889597430814	6.619160045665364e-12
208	208	ko:K00639	2.984033372279826e-21	47.261011086856094	9.700871453772657e-21
209	209	ko:K00640	4.059825567419829e-45	102.21518917573108	6.36341409250492e-44
210	210	ko:K00641	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
211	211	ko:K00645	7.893299574447979e-44	99.24772984728527	1.1041185181628229e-42
212	212	ko:K00647	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
213	213	ko:K00648	2.2679280608243752e-33	75.1664414026543	1.2989715206450869e-32
214	214	ko:K00651	1.303860686913335e-25	57.29929770224312	5.143657159272718e-25
215	215	ko:K00652	3.3778196225466153e-16	35.62413106865158	9.039271871006985e-16
216	216	ko:K00655	3.591545937093358e-61	139.17910793968235	1.7273859979636685e-59
217	217	ko:K00656	4.059825567419829e-45	102.21518917573108	6.36341409250492e-44
218	218	ko:K00657	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
219	219	ko:K00658	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
220	220	ko:K00661	1.9243294022789987e-12	26.976443571333565	4.398646179297893e-12
221	221	ko:K00662	7.701188368827346e-07	14.076721000392947	1.2443107392062961e-06
222	222	ko:K00674	1.6355906113366612e-05	11.020921495673596	2.5659332602336985e-05
223	223	ko:K00677	5.2630013725394556e-30	67.41685132265944	2.555794995710377e-29
224	224	ko:K00681	1.125595281756806e-09	20.6049538018955	2.3778369640482226e-09
226	226	ko:K00688	6.978041789601094e-58	131.60716706214316	2.882341732151699e-56
229	229	ko:K00691	3.819089138043948e-14	30.896179353269048	9.801770441280923e-14
230	230	ko:K00692	0.0007250974051732897	7.229204560170857	0.0009069529709880372
231	231	ko:K00693	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
233	233	ko:K00700	6.116282372955717e-50	113.31830019315322	1.376555603297918e-48
234	234	ko:K00702	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
235	235	ko:K00703	3.9275870871579236e-33	74.61728280421413	2.2385971206187451e-32
236	236	ko:K00705	9.134798561265172e-45	101.40423804645718	1.4066788486228956e-43
239	239	ko:K00721	8.676947132787255e-27	60.00912775684496	3.5756762186873303e-26
240	240	ko:K00728	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
241	241	ko:K00748	2.984033372279826e-21	47.261011086856094	9.700871453772657e-21
243	243	ko:K00754	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
244	244	ko:K00756	4.0274202219038285e-28	63.07925657630217	1.7719639597875114e-27
245	245	ko:K00757	3.096059971199852e-26	58.73708209176272	1.2581327035743843e-25
246	246	ko:K00758	3.933339588752156e-31	70.01064904965246	1.9813422232580803e-30
247	247	ko:K00759	7.958286477512729e-28	62.398168893794306	3.4538373081022486e-27
248	248	ko:K00760	3.368307592831115e-28	63.25797218358561	1.5200678609807255e-27
249	249	ko:K00761	8.657761108565389e-31	69.22168172616458	4.2934179734707745e-30
250	250	ko:K00762	5.697184853622376e-34	76.54792099428799	3.35617718474298e-33
251	251	ko:K00763	2.0991148820155487e-19	43.007600995761656	6.364414810670632e-19
252	252	ko:K00764	6.581786349575304e-65	147.78372485442185	4.5311082104625285e-63
253	253	ko:K00765	7.958286477512729e-28	62.398168893794306	3.4538373081022486e-27
254	254	ko:K00766	1.0982370250198506e-35	80.4967720652195	7.302860217508893e-35
255	255	ko:K00767	1.0132599078423182e-23	52.94628437410447	3.6675830272519374e-23
256	256	ko:K00768	7.531212153980528e-17	37.12489057541808	2.064175321828699e-16
257	257	ko:K00769	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
258	258	ko:K00772	2.4657212599423993e-08	17.518196378874542	4.160090025784605e-08
259	259	ko:K00773	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
260	260	ko:K00782	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
261	261	ko:K00783	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
262	262	ko:K00784	3.8797254217232764e-25	56.2088629413172	1.5101680660388497e-24
263	263	ko:K00786	5.1293193994894386e-15	32.90380341519437	1.333015574508321e-14
264	264	ko:K00788	7.660158499507842e-64	145.32941327623874	4.980521572550376e-62
265	265	ko:K00789	1.7958283871536058e-37	84.61018202827493	1.3677122488712168e-36
266	266	ko:K00790	1.0202725302550597e-48	110.50401468558141	2.1976545114880457e-47
267	267	ko:K00791	4.744100650243297e-53	120.48010805088958	1.3325229906403371e-51
268	268	ko:K00793	1.920632452508251e-24	54.6093876977104	7.290097881898886e-24
269	269	ko:K00794	5.573636617883974e-30	67.35950505522904	2.684367375225053e-29
270	270	ko:K00795	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
271	271	ko:K00796	3.4448565699403344e-27	60.9329152415102	1.467826628284043e-26
272	272	ko:K00797	3.886970235008274e-24	53.90441223759074	1.4320201988577178e-23
273	273	ko:K00798	3.3778196225466153e-16	35.62413106865158	9.039271871006985e-16
274	274	ko:K00799	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
275	275	ko:K00800	9.026330972465668e-34	76.08774719227867	5.2038502535840654e-33
276	276	ko:K00805	1.9311614599029e-38	86.84011191916575	1.5444892678175588e-37
277	277	ko:K00806	1.7958283871536058e-37	84.61018202827493	1.3677122488712168e-36
278	278	ko:K00812	2.0487026682056344e-15	33.82156964686889	5.4123363943340726e-15
279	279	ko:K00813	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
280	280	ko:K00817	3.731615447931915e-46	104.60207304186906	6.360049435771336e-45
281	281	ko:K00820	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
282	282	ko:K00821	9.026330972465668e-34	76.08774719227867	5.2038502535840654e-33
284	284	ko:K00824	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
285	285	ko:K00826	8.657761108565389e-31	69.22168172616458	4.2934179734707745e-30
286	286	ko:K00830	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
287	287	ko:K00831	1.9311614599029e-38	86.84011191916575	1.5444892678175588e-37
289	289	ko:K00833	2.98060154719366e-12	26.53889597430814	6.619160045665364e-12
290	290	ko:K00836	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
291	291	ko:K00839	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
293	293	ko:K00845	1.7138088977491997e-35	80.05175993572747	1.1289273996242851e-34
294	294	ko:K00847	2.9066636765921577e-24	54.19503631130021	1.0973436740338781e-23
295	295	ko:K00848	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
296	296	ko:K00849	5.315420352362603e-21	46.68367485627558	1.7137227600684205e-20
297	297	ko:K00850	3.9275870871579236e-33	74.61728280421413	2.2385971206187451e-32
299	299	ko:K00852	3.9143665319040846e-17	37.7792930699364	1.0813014078296806e-16
301	301	ko:K00854	1.0132599078423182e-23	52.94628437410447	3.6675830272519374e-23
303	303	ko:K00857	1.20716624990615e-20	45.86342618913443	3.870649044219628e-20
304	304	ko:K00858	2.2350666884444442e-28	63.668111537982725	1.0125573087907669e-27
305	305	ko:K00859	4.662578150172515e-44	99.77417554547745	6.62765663370676e-43
306	306	ko:K00860	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
307	307	ko:K00864	7.74973666524989e-18	39.39887280978229	2.164624139355001e-17
308	308	ko:K00865	5.695997412863278e-12	25.891257396021352	1.2609487337051053e-11
310	310	ko:K00868	4.3719963381692575e-13	28.458386476172866	1.0059029582773436e-12
312	312	ko:K00872	3.145355857320249e-05	10.366998431037505	4.9212764772956297e-05
313	313	ko:K00873	3.731615447931915e-46	104.60207304186906	6.360049435771336e-45
314	314	ko:K00874	1.9311614599029e-38	86.84011191916575	1.5444892678175588e-37
315	315	ko:K00876	1.9878239919253316e-62	142.07323519656475	1.1632083392749731e-60
316	316	ko:K00878	1.3808998793012067e-17	38.8212112077955	3.823611574311149e-17
317	317	ko:K00879	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
318	318	ko:K00880	0.0001813154431703201	8.615272263630764	0.00023327171893403954
319	319	ko:K00882	1.9365690373244908e-22	49.99595417596403	6.450942969683385e-22
320	320	ko:K00884	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
321	321	ko:K00885	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
323	323	ko:K00887	5.1293193994894386e-15	32.90380341519437	1.333015574508321e-14
324	324	ko:K00891	4.4855954174808886e-51	115.93096849847625	1.0861327938465794e-49
325	325	ko:K00895	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
326	326	ko:K00901	3.894745228417524e-18	40.08690340661507	1.1491134871406661e-17
327	327	ko:K00903	4.533091568449683e-05	10.001521292807494	6.0195478429753546e-05
328	328	ko:K00912	3.674860649678058e-20	44.750186646389984	1.1337816995623606e-19
330	330	ko:K00919	1.691243099956138e-38	86.97276971312775	1.3713520840521942e-37
331	331	ko:K00925	5.455321642852646e-32	71.98613139531993	2.9467129673931753e-31
332	332	ko:K00926	3.190118954955646e-16	35.681303281848486	8.675838614135765e-16
333	333	ko:K00927	8.558984115752694e-37	83.04866693573511	6.145315589040432e-36
334	334	ko:K00928	1.7138088977491997e-35	80.05175993572747	1.1289273996242851e-34
335	335	ko:K00929	1.1918353216807526e-10	22.850356523793685	2.5531017781703003e-10
336	336	ko:K00930	1.20716624990615e-20	45.86342618913443	3.870649044219628e-20
337	337	ko:K00931	1.747838140819414e-28	63.91400292767251	8.021777401852239e-28
339	339	ko:K00937	2.5175202709268935e-23	52.036182741278175	9.093635464222555e-23
341	341	ko:K00939	9.531472831582558e-44	99.05914483915232	1.3072266059252485e-42
342	342	ko:K00940	3.3778196225466153e-16	35.62413106865158	9.039271871006985e-16
343	343	ko:K00941	2.2028778648113e-32	72.89295834992046	1.2180006587956652e-31
344	344	ko:K00942	1.208604020777098e-38	87.30876754202848	9.89139561060231e-38
345	345	ko:K00943	5.763865754120613e-22	48.905263658405346	1.9037566004437886e-21
346	346	ko:K00945	9.531472831582558e-44	99.05914483915232	1.3072266059252485e-42
347	347	ko:K00946	1.9141345374928685e-22	50.007606464037465	6.3944113807207055e-22
348	348	ko:K00948	3.8135357800830756e-31	70.04158109775842	1.9777435928909422e-30
349	349	ko:K00949	5.315420352362603e-21	46.68367485627558	1.7137227600684205e-20
350	350	ko:K00950	6.644706054001106e-33	74.09148761328247	3.744713154991635e-32
351	351	ko:K00951	1.7795894580566996e-49	112.25028686054728	3.979706106520428e-48
352	352	ko:K00954	4.712487686902486e-33	74.43509212889168	2.668636172373327e-32
353	353	ko:K00955	1.783018852562174e-35	80.01217034245995	1.1423684655740498e-34
354	354	ko:K00956	8.676947132787255e-27	60.00912775684496	3.5756762186873303e-26
355	355	ko:K00957	4.222580789709267e-18	40.00608517122998	1.1831988150574011e-17
356	356	ko:K00962	4.198265410734501e-47	106.78682792818192	7.882411688282798e-46
357	357	ko:K00963	0.00017064076712060028	8.675949988261587	0.00022625367574034274
358	358	ko:K00965	6.187099210464799e-16	35.018895136174145	1.6481718761716168e-15
360	360	ko:K00969	6.392908529548073e-45	101.7611398509572	9.931637985505878e-44
361	361	ko:K00970	4.008675080504132e-48	109.1356236808554	7.819143448694449e-47
362	362	ko:K00971	1.6608844186867803e-48	110.01673422088243	3.4101550842159565e-47
363	363	ko:K00972	3.6639110276230375e-44	100.01521292807493	5.405038494951464e-43
364	364	ko:K00973	2.670560881421824e-36	81.91077482948641	1.8640833508294281e-35
365	365	ko:K00974	2.3606960694571733e-40	91.2444471995267	2.4815580538515378e-39
366	366	ko:K00975	1.517952819043059e-35	80.17311565730049	1.003678408222256e-34
367	367	ko:K00978	9.315013222098643e-14	30.00456387842248	2.1673301141675504e-13
368	368	ko:K00979	3.096059971199852e-26	58.73708209176272	1.2581327035743843e-25
369	369	ko:K00980	1.3677889911365497e-11	25.01524046187653	3.007080242880668e-11
370	370	ko:K00981	2.3606960694571733e-40	91.2444471995267	2.4815580538515378e-39
371	371	ko:K00982	0.0001813154431703201	8.615272263630764	0.00023327171893403954
372	372	ko:K00983	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
373	373	ko:K00986	2.98060154719366e-12	26.53889597430814	6.619160045665364e-12
374	374	ko:K00989	2.815735382710259e-06	12.780287093291866	4.4997937772852615e-06
375	375	ko:K00990	0.0001813154431703201	8.615272263630764	0.00023327171893403954
376	376	ko:K00991	1.691243099956138e-38	86.97276971312775	1.3713520840521942e-37
377	377	ko:K00995	1.2415007311192265e-39	89.58449771190197	1.0736229228964543e-38
378	378	ko:K00996	3.801870627544792e-56	127.60927199165302	1.2475110068513799e-54
379	379	ko:K00997	5.315420352362603e-21	46.68367485627558	1.7137227600684205e-20
380	380	ko:K00998	2.0548919167949605e-09	20.00304258561499	3.632792306076086e-09
381	381	ko:K01000	1.7445594504675474e-42	96.15207184588536	2.1643633323645087e-41
382	382	ko:K01002	1.1094404410445529e-07	16.014239869905882	1.8425947911577225e-07
383	383	ko:K01006	1.1060662623008192e-37	85.09483862780979	8.610640015383984e-37
384	384	ko:K01007	1.4079723016251971e-46	105.57676369232495	2.4716953755030337e-45
385	385	ko:K01008	1.117716765515769e-08	18.30939274164133	1.947545192916062e-08
386	386	ko:K01012	2.628720049619547e-36	81.92656629320824	1.8533004205249457e-35
387	387	ko:K01023	7.590004576085646e-27	60.142965316522044	3.2067997673449704e-26
