	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Hungatella effluvii	4110.34834751299	-1.94297670847708	0.305068932443727	-6.36897599802456	1.90294382157048e-10	2.95527175489896e-08
Enterocloster sp001517625	12470.9768853846	2.06223632081756	0.327474344926302	6.29739811001582	3.02683188033203e-10	4.47682848586251e-08
SFEL01 sp004557245	1357.96133463904	-2.08055530879559	0.333004507515957	-6.24782926908547	4.16196242806366e-10	5.87593422798443e-08
CAG-488 sp000434055	318.280074124228	-3.00482103053284	0.483279961818677	-6.21755766414382	5.04952619430798e-10	6.81905580848721e-08
Succiniclasticum sp900544275	85.4556202974446	-2.81011630923343	0.453780579856885	-6.19267644754584	5.91510730107528e-10	7.65513469880826e-08
TF01-11 sp001414325	23590.6465422784	2.17766901283517	0.353028783395318	6.16853105259874	6.89273151119486e-10	8.5635296295085e-08
Fournierella sp004558145	522.568661600551	-1.37047522707153	0.223342960158127	-6.13619173893472	8.45231347189691e-10	1.00972637091199e-07
Phascolarctobacterium_A succinatutens_A	1624.2664991601	-2.11682166271754	0.35401500475271	-5.97946876346724	2.2386648309838e-09	2.57529369075396e-07
Coprobacillus cateniformis	1783.41937495653	-1.96798664114483	0.332845264431903	-5.91261721720382	3.36714061546846e-09	3.73512098273037e-07
CAG-180 sp000432435	45072.0021895102	-2.74772478195181	0.474154719530109	-5.7949961663881	6.83227417595885e-09	7.31760123811317e-07
UMGS363 sp900543105	847.073180353918	2.05826166665254	0.356183915326629	5.77864855229374	7.53030387874313e-09	7.56127501745679e-07
UBA1777 sp900546515	677.993490361544	-1.44788388350573	0.250632890365755	-5.77691092893991	7.60845367764497e-09	7.56127501745679e-07
Enterocloster citroniae	3801.20117510245	-1.27314593932545	0.220590085630446	-5.77154651210548	7.85472707164116e-09	7.56127501745679e-07
CAG-110 sp900544705	903.61256971778	-1.76970696594147	0.306827808611291	-5.76775284466948	8.03355040489614e-09	7.56127501745679e-07
UBA5446 sp900544295	274.427797311549	-1.40041673073342	0.244222382273312	-5.7341866773136	9.79813695498496e-09	8.95088628887744e-07
Clostridium_P ventriculi	191.688610583184	-2.73560118414792	0.481439760987174	-5.68212558625959	1.33030914637357e-08	1.18055434532466e-06
UMGS1387 sp900551295	129.161110740955	-2.59570258596779	0.458478778738582	-5.66155448483216	1.50007861680692e-08	1.29423449550063e-06
Mitsuokella jalaludinii	143.570533650568	-2.68358191690242	0.476963070760316	-5.6263934912709	1.84016318344116e-08	1.54474239128871e-06
Oxalobacter formigenes	140.600749151559	3.39579029049843	0.610204364676602	5.56500491814433	2.62145016861606e-08	2.12154297533673e-06
Megasphaera stantonii	164.902793903603	-2.44640333092371	0.439826228830795	-5.56220427650954	2.66388203599911e-08	2.12154297533673e-06
Flavonifractor plautii	34316.9933287453	-1.56633971077792	0.28277761524346	-5.53912200380276	3.03991819782519e-08	2.36049648061126e-06
Lawsonibacter sp902363045	2049.46437590107	-1.15976007651174	0.209965569870389	-5.52357263730265	3.321748700061e-08	2.45510127074552e-06
Mitsuokella sp900552565	111.075425737279	-3.0558940321804	0.553386682592616	-5.52216764209708	3.34842774485926e-08	2.45510127074552e-06
Lawsonibacter sp900553135	159.216043575056	-1.19799872148759	0.217046845913879	-5.51953987833085	3.39888456671144e-08	2.45510127074552e-06
Catenibacterium sp900764725	274.84179754115	-1.80630360218412	0.330830304859236	-5.45990973515162	4.76376719081368e-08	3.36278656696984e-06
Monoglobus pectinilyticus	530.552952069799	-1.400329813419	0.257559362736217	-5.43692063275201	5.42092701489966e-08	3.74164429072852e-06
Enterocloster asparagiformis	1806.38618118287	-1.90459670690166	0.352267261742934	-5.40668098840117	6.42033472135653e-08	4.33512166185508e-06
Streptococcus mutans	111.10881652473	-2.27699716591596	0.422597101445155	-5.38810407863499	7.12048163139629e-08	4.7055778610887e-06
Eubacterium_G sp000435815	5164.67136779082	-1.58913225281488	0.295425987769042	-5.37912139962863	7.48502246635856e-08	4.84343328760618e-06
UMGS363 sp900550695	114.526248800932	3.93045637354612	0.732793788630449	5.36365951039503	8.15525675691141e-08	5.10414559513709e-06
Hungatella sp005845265	2554.56210824735	-1.1960586470026	0.223049281793666	-5.36230664983276	8.2165898183147e-08	5.10414559513709e-06
Eubacterium_F sp900539115	432.48714260292	1.39207345585011	0.260486864111636	5.34412151874771	9.08566028767163e-08	5.53334526539374e-06
CAG-83 sp000435975	5674.59829027146	-1.67749725713131	0.314652954159511	-5.33126174394952	9.75327220469914e-08	5.8257045130376e-06
RC9 sp000432655	275.350114157122	-1.89396389200763	0.355734456570732	-5.32409457960686	1.01457110792387e-07	5.83822551368098e-06
Lawsonibacter sp900764755	432.358706850855	-1.03847594615779	0.195152380662363	-5.32135935330698	1.02994723033182e-07	5.83822551368098e-06
Citrobacter braakii	1975.64262484486	-1.95661840737831	0.367738559397457	-5.32067784945982	1.03381327512059e-07	5.83822551368098e-06
Lawsonibacter sp900545895	166.079228917712	-1.13082515435592	0.212897952226727	-5.3115830496652	1.08677023850005e-07	6.02769350139495e-06
Veillonella sp900550455	233.687861473855	-1.54856894706218	0.292674636078042	-5.29109378186517	1.21586995216902e-07	6.62542468673154e-06
UMGS1783 sp900555065	194.130891266942	-2.62230327659253	0.496125790798993	-5.28556129357719	1.25319901891638e-07	6.71109681509358e-06
UMGS966 sp900761965	96.4425646045452	-1.70121841778684	0.32218780056166	-5.28020742815573	1.29037718514537e-07	6.79307040179917e-06
Phascolarctobacterium_A sp900770955	1011.50459031612	-2.38089725424974	0.452549927697158	-5.26107089744806	1.43218793144816e-07	7.41395952512997e-06
CAG-103 sp900757655	4599.53796036096	-1.79732287775452	0.344787924960814	-5.21283591343518	1.85975387495694e-07	9.46950087805944e-06
Veillonella sp900757715	6059.9359095861	-1.98949589480159	0.384368764492919	-5.17600824673213	2.26683441474812e-07	1.13561091809801e-05
Ruminiclostridium_E sp003512525	560.81565614276	-2.09082490841196	0.406232141394817	-5.14687218306512	2.64865666709452e-07	1.28730080147322e-05
CAG-110 sp000434635	7305.4211540461	-1.9763916913588	0.384019001382576	-5.14659869496882	2.65251935912061e-07	1.28730080147322e-05
Ruminiclostridium_E sp900539195	1362.12214517484	-1.69952759269974	0.331387274807624	-5.12852400167251	2.92022671859315e-07	1.39541910583851e-05
UMGS363 sp900768245	149.833847977069	2.3667993402574	0.462484928040901	5.11757075043121	3.0949598095933e-07	1.45650684372679e-05
Anaeromassilibacillus sp002159845	498.748596983318	-1.57829465571854	0.310802926882036	-5.078120311002	3.81187296555107e-07	1.76711603447785e-05
CAG-269 sp000435535	612.461389305132	1.53687870411852	0.302881255905244	5.07419549461762	3.89138832764908e-07	1.77744884495265e-05
CAG-269 sp900555615	2099.24988544573	1.39314436462537	0.276953228869626	5.03025139050171	4.89837157676403e-07	2.20497711846798e-05
Dialister sp900543165	439.781019190084	-1.71228768123141	0.343522120053584	-4.98450487253725	6.21206805113894e-07	2.75638333811965e-05
Clostridium_P perfringens	464.452816819607	1.46260737001833	0.296321215929227	4.93588474734006	7.97882174722059e-07	3.49045356998129e-05
Bifidobacterium globosum	243.315437629649	-1.67474241696203	0.34113956723528	-4.90925878383078	9.14212729808726e-07	3.91297771481821e-05
Eggerthella lenta	5404.28980956228	-1.53664685460655	0.313084308089206	-4.90809285200178	9.19663146109883e-07	3.91297771481821e-05
Firm-11 sp900540045	538.790594915454	-1.42893443992697	0.291394092084773	-4.90378658573237	9.40066228776032e-07	3.9457374413221e-05
UMGS172 sp900539855	409.825749998074	-1.9490322003213	0.400442735055267	-4.86719330805765	1.13194297991822e-06	4.68775319416798e-05
CAG-83 sp003539495	4112.15684243482	-1.62704009874304	0.336267803240178	-4.83852478014653	1.30806389427273e-06	5.34585059948828e-05
UMGS416 sp900542005	83.1677260204662	-1.89604556337019	0.392760155935784	-4.82748958802276	1.38264915237216e-06	5.57728346398431e-05
UBA11517 sp900555365	509.694906160175	1.4310663123146	0.296877452088283	4.82039407926826	1.43274912840261e-06	5.70528050361347e-05
GCA-900066755 sp902363085	652.297035894593	-0.860649538890598	0.180387191178866	-4.77112334454614	1.83201304820555e-06	7.20282598446383e-05
KLE1615 sp900066985	27322.1643791534	1.0878187902063	0.228171159212532	4.76755604854091	1.86474127966597e-06	7.23985801830311e-05
Paramuribaculum sp009775605	100.159847872817	-2.54950722344707	0.536187912721137	-4.75487634644429	1.98567915368056e-06	7.61422154485408e-05
Negativibacillus massiliensis	189.318820232106	-1.16397849992598	0.245874556033794	-4.73403396716658	2.20100867469744e-06	8.33699139464664e-05
Phocaeicola ilei	5084.51547022775	1.2019590212586	0.254885203080087	4.71568771640671	2.40895676663574e-06	9.01472255080796e-05
Collinsella sp900549455	1190.82137733041	-1.64498948883876	0.350383008469505	-4.69483236651279	2.66825444747191e-06	9.86618846886638e-05
Duncaniella sp900762315	433.039103858898	1.13215189960472	0.241608448395581	4.68589532825885	2.78738700734161e-06	0.000101387248974431
CAG-1427 sp900546175	287.54292780821	-1.35516229479317	0.28929005393331	-4.68444136384164	2.80724514224118e-06	0.000101387248974431
CAG-115 sp003531585	4813.09769007569	2.35554305974967	0.503388866050733	4.67937059917465	2.87756902283216e-06	0.000102732521665709
RUG023 sp900315435	1103.66071138541	1.09357171181138	0.234345312917452	4.66649705171014	3.0637803944866e-06	0.000107972725549359
Murdochiella vaginalis	89.8918219290024	-1.39129065411311	0.298273005518262	-4.66448732662106	3.09387397742851e-06	0.000107972725549359
Streptococcus oralis_W	293.75672441567	-1.42525872990111	0.307386354555818	-4.63670136548726	3.54013306151254e-06	0.000122173925433977
Haemophilus_D parainfluenzae_M	1697.45904577292	1.75183352330172	0.378231557081686	4.63164294597286	3.62775394244224e-06	0.000123822019178303
RC9 sp000434935	1122.75924067616	-1.80879023024154	0.391709638542903	-4.61768119102188	3.88051812416636e-06	0.000131009666235442
Ruminococcus_F champanellensis	445.691894090827	-1.24695584390186	0.270608522153398	-4.60796960117542	4.06620092145102e-06	0.000135802366258353
UBA1174 sp900556855	186.541807681642	2.49890815457104	0.543280754124402	4.59966257887875	4.2317581939794e-06	0.000139828095218085
Anaerostipes rhamnosivorans	138.107726644842	-1.25328995957028	0.273443937501032	-4.58335251834045	4.57579654140661e-06	0.000149604463764304
CAG-354 sp900555085	224.807783635231	2.02214035521069	0.442490728809305	4.56990446026304	4.87946607443367e-06	0.000157871058616573
Agathobaculum sp900291975	1164.21401605819	-1.08335707447215	0.238848174278535	-4.53575614611474	5.73974687764447e-06	0.000183790245381069
CAG-83 sp900550615	571.689597595828	-1.34371147498771	0.29728939408298	-4.51987693382915	6.18755892983506e-06	0.000196107735061915
Hafnia alvei	143.426115494002	-2.10624489524046	0.467061796827026	-4.50956363708012	6.49611065179972e-06	0.000203807269540302
CAG-485 sp900760815	163.976180167653	1.65941279329525	0.368283514574435	4.50580253425885	6.61225565171467e-06	0.000205376660542258
Haemophilus_D parainfluenzae_J	1476.88331110131	1.77829154673072	0.395276553176181	4.49885411224507	6.83207199454029e-06	0.000210103124901407
Prevotella sp000433175	1898.63110414282	0.993783366563659	0.221673583378931	4.48309334570044	7.35687281372585e-06	0.00022233487364714
UMGS363 sp900541495	67.0665655154818	2.75620204069602	0.614863169569465	4.48262666737048	7.37298518533657e-06	0.00022233487364714
Haemophilus_D parainfluenzae_L	1778.15167447799	1.77578126700935	0.39661594867187	4.47733197052673	7.55816732059022e-06	0.000223931585146765
Dialister succinatiphilus	3333.67960884519	-1.76005135482724	0.393132366070789	-4.47699428164181	7.57012763696403e-06	0.000223931585146765
UMGS1397 sp900551425	107.960964677338	-1.33345325693748	0.298971681414376	-4.46013231296413	8.19090695038683e-06	0.00024000902818775
Pseudoflavonifractor capillosus	970.837752792	-0.711237660685471	0.159919109005881	-4.44748388799062	8.68819735224395e-06	0.000252201317533362
Haemophilus_D sp900756155	1794.85181903793	1.78744965617155	0.402579149921904	4.43999560463648	8.99607150932485e-06	0.0002573729064477
CAG-103 sp900317855	2925.48187193481	-1.44023037174994	0.324439359454371	-4.43913578849393	9.03208203567265e-06	0.0002573729064477
UMGS1839 sp900555545	62.1161383263069	-1.39913352545761	0.315739073375883	-4.43129673656817	9.36680836236101e-06	0.000263027985142297
Leuconostoc lactis	638.31758484523	-1.66081658443612	0.374856789373551	-4.43053622481167	9.39990545743561e-06	0.000263027985142297
Phocaeicola massiliensis	343389.856479199	1.23095687856467	0.27805156613446	4.42708126293887	9.55167549133018e-06	0.000264888429250639
Anaerotruncus colihominis	3717.44788717787	-1.0499058734676	0.237283942989849	-4.42468150283777	9.65846710848966e-06	0.000265479635743088
Lawsonibacter sp900754605	2290.03682239923	-1.05722810398317	0.239186385230539	-4.42010151607985	9.86545456609118e-06	0.000268790367388414
Olsenella_B sp000752675	72.4521157103425	-3.23981346857344	0.733562964400036	-4.41654449011504	1.00291266081811e-05	0.000270873628217481
Collinsella sp002391315	135.334608660603	-1.63292703602132	0.370394772584735	-4.40861253150583	1.04034960272412e-05	0.000278562574660442
Sutterella sp900762445	32.9922286056294	5.32708710761198	1.21578461162115	4.38160432094034	1.17808612782117e-05	0.000312746625043809
Blautia stercoris	12590.1625076852	1.179794962749	0.269466850792791	4.3782563950926	1.1963256107896e-05	0.000314897232806143
HGM11372 sp900767715	187.853210661671	-1.67492421419318	0.384063843385181	-4.36105674366589	1.29435790704142e-05	0.000337838290695012
Hydrogeniiclostridium mannosilyticum	349.406696426965	-1.14691832222352	0.26312793509898	-4.35878585750344	1.30786008825177e-05	0.000338517786175833
NK4A136 sp002314855	578.020721581274	0.991431396651371	0.227802103320907	4.3521608545235	1.34802298968608e-05	0.000346029702972311
Evtepia sp004556345	1682.60610238899	-1.66450961543648	0.382829445779217	-4.3479142834703	1.37438294461359e-05	0.000349904379177853
CAG-115 sp003507295	944.539697802393	2.05898552132934	0.474799435075495	4.33653742869755	1.44744789069146e-05	0.000365510012072169
D5 sp900113995	138.538964967918	-1.13388804644442	0.261881798628818	-4.32977034823085	1.4926492187276e-05	0.000373884554303865
Muricomes sp000509105	1843.46992092142	-0.750402755406758	0.17338788439571	-4.32788460406016	1.50548306100767e-05	0.000374082430999186
Veillonella tobetsuensis	1337.84829373625	-1.51103381662358	0.350747810935383	-4.30803491715006	1.64711387246269e-05	0.000406026641894373
Vagococcus sp003462485	76.342928587658	-3.90775244828183	0.908554245838778	-4.30106674002077	1.69977851536439e-05	0.000415709611710378
CAG-110 sp900544975	881.009121546384	-0.839951380277509	0.195488514003696	-4.29667893563113	1.73376025327503e-05	0.000420707761458768
Caecibacter massiliensis	333.812406802116	-1.9568036335843	0.456098559094304	-4.29030873824732	1.7842489448229e-05	0.000425118401783907
CAG-170 sp000432135	13958.4479730417	-1.82235674998942	0.424860786470612	-4.28930324478292	1.79234515079432e-05	0.000425118401783907
Lachnospira sp900545725	6647.24117109609	1.39053753158162	0.324273586807039	4.28816156528057	1.80158035441187e-05	0.000425118401783907
Enterocloster clostridioformis_A	239.815159310437	-1.10579325304441	0.257908981687647	-4.28753293432653	1.80668477255234e-05	0.000425118401783907
Massilicoli timonensis	81.5432856300261	-1.6407230725942	0.384081278137104	-4.27181215536499	1.9389087397041e-05	0.000451651014182752
Bifidobacterium sp002742445	8897.42678698648	-1.37071581705841	0.32100303881261	-4.27010230846625	1.95383321059922e-05	0.000451651014182752
Veillonella parvula_A	6244.26111021844	-1.58907873827173	0.372232354892701	-4.26905054701598	1.96306783369838e-05	0.000451651014182752
Bifidobacterium bifidum	42168.1584390592	-1.58818623509284	0.372273553735063	-4.26618065978199	1.98847779534086e-05	0.00045413323767123
CAG-180 sp004556705	321.279401425904	-1.4469370391575	0.339576446673713	-4.26100530037001	2.03509406067915e-05	0.000461387018428425
Enterocloster lavalensis	741.512537536211	-1.13244148171704	0.26597849219199	-4.25764306122773	2.06593454063755e-05	0.000464984977044943
Parabacteroides sp900540715	2132.36604529862	1.07103016583665	0.252444811816012	4.24263092646657	2.2091458118503e-05	0.00049364078356885
Bacteroides oleiciplenus	22291.2600942323	0.944092077510808	0.22333877809358	4.22717490249378	2.36643721333612e-05	0.00052501099890157
Anaeroglobus massiliensis	217.392566734835	-2.5777724644369	0.611572431615727	-4.21499127687399	2.49787843777957e-05	0.000550241874308038
CAG-353 sp900066885	1495.24487841112	1.19604163651685	0.2847778791244	4.19991061171706	2.67020376493588e-05	0.00058406006295006
CAG-485 sp001701295	265.368649043772	1.08192704695943	0.257799841164894	4.19677158089252	2.70746751684912e-05	0.00058806951799534
CAG-110 sp900762935	308.498210145915	-1.42469955942875	0.340982409465839	-4.17822010719142	2.93799260927051e-05	0.000633708683638485
UMGS1071 sp900548305	822.089759371727	-0.710497465897795	0.170254981303743	-4.17313761075945	3.00433356240702e-05	0.000643548968609393
HGM12998 sp900756495	223.190041303603	-1.09356150375928	0.262577692688551	-4.1647159458301	3.11740443575283e-05	0.00066319576557865
CAG-269 sp001916005	119.477493509885	2.31954377515329	0.557605211916204	4.15983158977693	3.18482339925483e-05	0.000672929352250715
Dysosmobacter sp900763685	301.815359619012	-1.01644746379944	0.244820044526163	-4.15181471666963	3.29849267050151e-05	0.000692237718552546
Anaeroglobus micronuciformis	154.129722659627	-1.6353189867609	0.394345524442131	-4.14691909861115	3.36979064874435e-05	0.000702454345973151
Dialister sp900543455	263.871876821674	-2.29293223306043	0.553984981696895	-4.13897904964323	3.48854801817647e-05	0.000722362009630408
Streptococcus anginosus_C	138.378198841686	-1.60083366338001	0.387248840180422	-4.13386302883223	3.56716117899855e-05	0.000733748518011225
CAG-110 sp900546075	2847.96260640325	-1.30657148950179	0.316879184441325	-4.12324808208954	3.73566982004521e-05	0.00076335463559608
CAG-238 sp900754805	871.146124754469	-1.08457965013948	0.263267798386721	-4.1196821517317	3.79395397181877e-05	0.000770197453363994
UMGS1532 sp900552605	6577.13114113949	1.15902709554387	0.281978280556249	4.11034173716323	3.95073984625792e-05	0.0007968180495115
Prevotella sp900540375	1328.30246231117	-1.53981401496199	0.374954336697841	-4.10667077096073	4.01402723674184e-05	0.000804359264343236
Dysosmobacter welbionis	21437.7094863585	-1.25504310566422	0.305728927526265	-4.10508457874469	4.04166978932598e-05	0.000804706818310673
Phil1 sp001940855	1447.47830545474	-1.61065297516022	0.392652250402284	-4.10198330331752	4.09623838312606e-05	0.000808206192979883
Lysinibacillus fusiformis_D	6797.3068086875	1.10256614670234	0.268844152400943	4.10113493953933	4.1112871375023e-05	0.000808206192979883
Eubacterium_R coprostanoligenes	346.192490997922	-1.55589829427971	0.379592928781866	-4.09886005851759	4.15189962236551e-05	0.000811056618054546
Lachnoclostridium phytofermentans_A	282.62431024165	-1.0164167935846	0.248175406012256	-4.09555809705979	4.2115259278406e-05	0.000817562470742057
CAG-449 sp900551385	80.7733627594062	2.1354509733806	0.523049259533963	4.08269572025259	4.45162930415352e-05	0.000858805007372723
Negativibacillus sp000435195	106.098100819578	-1.43203315645131	0.352528871585157	-4.0621726952806	4.86180879098395e-05	0.000932146796592354
Zag111 sp002102825	518.407507958219	3.51805170655372	0.866464085693776	4.06023950056375	4.90224044397867e-05	0.000934132442883298
Terrisporobacter sp902363255	133.335546846514	1.45818404812198	0.359520197543158	4.05591690838713	4.99380113671706e-05	0.000945777215283122
Haemophilus_D parainfluenzae_N	1770.47511068462	1.56931049077537	0.387818739553964	4.04650505692492	5.1988002130795e-05	0.000978634755262118
Eubacterium_F sp003491505	10089.2609731401	1.50415042799748	0.371882489151215	4.04469280452154	5.23917765878429e-05	0.000980294325794218
