	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
36	36	ko:K00053	3.3781924705603782e-239	460.51701859880916	4.110619544996529e-238
39	39	ko:K00057	1.6839924795292416e-228	460.51701859880916	1.747761312393768e-227
40	40	ko:K00058	4.432100186629391e-232	460.51701859880916	4.8122380103287574e-231
41	41	ko:K00059	0.0	460.51701859880916	0.0
42	42	ko:K00060	7.505431703798454e-07	14.102468665368875	1.2445129926474618e-06
43	43	ko:K00064	2.38520902700046e-21	47.48500019002682	4.941978042731962e-21
44	44	ko:K00065	1.0373164313235738e-28	64.43574558002919	2.2868756623400617e-28
45	45	ko:K00066	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
46	46	ko:K00067	8.978008013695052e-275	460.51701859880916	2.112076385221761e-273
47	47	ko:K00068	1.698464606839494e-06	13.28578588745544	2.8064182529165304e-06
48	48	ko:K00073	0.00034238438958460686	7.979576505902448	0.0004936420489261212
49	49	ko:K00074	2.8796702530734315e-68	155.51811053146298	9.45268502840267e-68
50	50	ko:K00075	1.946170463252654e-218	460.51701859880916	1.8162113116569395e-217
51	51	ko:K00076	2.098563589965719e-29	66.03371459091417	4.6629240570430733e-29
52	52	ko:K00077	1.0581407929170112e-78	179.54512385436234	3.846917525311942e-78
54	54	ko:K00087	1.958525559659064e-08	17.74848881928367	3.348829591106928e-08
55	55	ko:K00088	4.675612161463429e-231	460.51701859880916	4.962125237523031e-230
57	57	ko:K00091	7.063450067723626e-65	147.71309743432428	2.169762735710968e-64
58	58	ko:K00096	6.000140379739191e-29	64.98318483124977	1.3238293311452706e-28
59	59	ko:K00097	4.197784564854946e-155	355.466132512515	2.4817478170859708e-154
60	60	ko:K00098	6.289483980937792e-05	9.67404643562989	9.38188284184274e-05
61	61	ko:K00099	1.1174802319186584e-241	460.51701859880916	1.4178187391938754e-240
62	62	ko:K00100	1.3887452314824758e-31	71.05173725452559	3.1313320994209503e-31
63	63	ko:K00101	1.600444411995205e-30	68.6072714416461	3.585757599255924e-30
65	65	ko:K00104	3.391308791697729e-37	83.9744325196477	8.082452274345875e-37
69	69	ko:K00111	3.022893531230302e-96	219.94195443182446	1.2217077220706002e-95
70	70	ko:K00112	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
71	71	ko:K00113	1.2096433808580368e-61	140.26736508303216	3.511386389884049e-61
72	72	ko:K00116	2.38520902700046e-21	47.48500019002682	4.941978042731962e-21
73	73	ko:K00121	1.2984897545485641e-10	22.76464906807151	2.3185557097347226e-10
74	74	ko:K00123	8.218381157514203e-166	380.1227521868138	5.254924124045887e-165
75	75	ko:K00124	3.111533902141678e-46	104.78379845700333	7.874370422004443e-46
77	77	ko:K00127	4.932451495747725e-52	118.13858871042821	1.3092910740475623e-51
78	78	ko:K00128	9.466220261220756e-33	73.73757836892116	2.1717301745165537e-32
79	79	ko:K00130	6.289483980937792e-05	9.67404643562989	9.38188284184274e-05
81	81	ko:K00132	0.0004471740621568521	7.712562638349193	0.0006419386613113621
82	82	ko:K00133	1.1993705813232043e-255	460.51701859880916	1.9347560863288033e-254
83	83	ko:K00134	5.902195675137728e-229	460.51701859880916	6.159666687953348e-228
84	84	ko:K00135	0.007131435199630261	4.9432427745413765	0.010020926614512806
85	85	ko:K00138	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
86	86	ko:K00140	0.005860651214447872	5.139494552822186	0.008251679989220122
88	88	ko:K00145	1.834019069046978e-174	400.0432964096663	1.2460736057568276e-173
89	89	ko:K00146	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
90	90	ko:K00147	8.966498133297815e-204	460.5161223507461	7.54468680485834e-203
93	93	ko:K00151	5.218701749187732e-29	65.12271903291766	1.155029011207916e-28
95	95	ko:K00158	1.3173338022245015e-09	20.44765598978931	2.309834362534017e-09
98	98	ko:K00163	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
99	99	ko:K00164	1.5874850522109843e-59	135.3903694508384	4.485956258650259e-59
102	102	ko:K00169	7.27012947965501e-86	196.03854389596972	2.760400204581855e-85
103	103	ko:K00170	1.9326400546639915e-66	151.31172916544756	6.002027364484541e-66
104	104	ko:K00171	1.0767299068776821e-62	142.68634718175124	3.201588841817005e-62
105	105	ko:K00172	7.929615462556159e-76	172.9258625245574	2.813991759999502e-75
106	106	ko:K00174	3.3232241713219516e-176	404.05404091933076	2.2909552712190156e-175
107	107	ko:K00175	6.632862894435917e-175	401.06035475384743	4.522843466423331e-174
108	108	ko:K00176	7.499951766053982e-118	269.69014438396863	3.519927487210372e-117
109	109	ko:K00177	2.482700461950092e-139	319.14998106246503	1.3261425551722063e-138
110	110	ko:K00179	1.199960756043133e-61	140.27540181967498	3.501280841663839e-61
111	111	ko:K00180	2.232896118473545e-68	155.772486872879	7.3509804576685915e-68
116	116	ko:K00187	8.505864270460592e-23	50.818701299076324	1.7919443907097203e-22
119	119	ko:K00196	1.0428347588099393e-20	46.00975912516709	2.1433727878561768e-20
127	127	ko:K00208	1.8688474775216874e-160	367.78829296036633	1.1544324790030028e-159
128	128	ko:K00209	1.099927765156935e-33	75.89006355919457	2.537879919115674e-33
129	129	ko:K00210	2.2906319493095844e-68	155.74695858370183	7.53665966538573e-68
130	130	ko:K00215	3.7779314744186086e-218	460.51701859880916	3.5140364257936517e-217
131	131	ko:K00219	0.004017599516034737	5.517070690022247	0.005662348194591144
133	133	ko:K00223	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
134	134	ko:K00226	6.027973316922304e-98	223.85692825918454	2.4824170202292727e-97
136	136	ko:K00230	3.076526358324145e-45	102.49252802993695	7.744122968835542e-45
137	137	ko:K00231	1.4930603566608952e-12	27.230193171758014	2.7775350160485716e-12
138	138	ko:K00239	4.574548065879529e-129	295.51296908579815	2.2876792187737662e-128
139	139	ko:K00240	1.0118913144792856e-133	306.23199619986985	5.207965689653643e-133
140	140	ko:K00241	3.2588229851189795e-165	378.7451742613418	2.0743308426135016e-164
142	142	ko:K00243	1.2362940313930054e-168	386.62217740277885	8.023121955453917e-168
143	143	ko:K00244	1.242473610234784e-37	84.97854420126426	2.9674306274896743e-37
144	144	ko:K00245	4.057701074971251e-66	150.56999956205829	1.2553304257143935e-65
145	145	ko:K00246	2.4282220190896637e-72	164.8989673854138	8.308934254412267e-72
146	146	ko:K00247	1.6287262200611528e-67	153.78540298136667	5.0889807628474094e-67
147	147	ko:K00248	4.5489174672178916e-104	237.95396038601794	1.9605487038100927e-103
149	149	ko:K00252	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
150	150	ko:K00254	2.907093588298167e-44	100.24659027656247	7.291626121515526e-44
152	152	ko:K00259	3.30947033773639e-73	166.8919236307915	1.1541241214860816e-72
153	153	ko:K00260	1.2987290268929466e-21	48.0929008382609	2.7157866984583615e-21
154	154	ko:K00261	1.780906878407976e-98	225.07621639660283	7.355523215428992e-98
155	155	ko:K00262	5.734053923355732e-282	460.51701859880916	1.4782862306514368e-280
157	157	ko:K00265	1.345764065052569e-201	460.3907592276635	1.1173799869539417e-200
158	158	ko:K00266	0.0	460.51701859880916	0.0
160	160	ko:K00275	4.772032094479749e-53	120.47423769888886	1.278732472967853e-52
161	161	ko:K00278	7.09990659329147e-168	384.87421399491336	4.586507165414604e-167
162	162	ko:K00281	9.107809065816763e-108	246.47005785872423	4.039488608452588e-107
163	163	ko:K00282	7.714472158475273e-81	184.46629446660955	2.8375185541857586e-80
164	164	ko:K00283	1.2565814581549513e-97	223.12235911511124	5.16350721451445e-97
165	165	ko:K00284	7.998952705095001e-210	460.51701859800926	6.969457866198515e-209
166	166	ko:K00285	0.000845278961997467	7.075843852547476	0.0012054672946293758
167	167	ko:K00286	3.2622085680859097e-227	460.51701859880916	3.3610272947834024e-226
168	168	ko:K00287	8.393831311819965e-227	460.51701859880916	8.523663954412864e-226
169	169	ko:K00288	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
170	170	ko:K00290	3.115436349592689e-256	460.51701859880916	5.143202815731088e-255
171	171	ko:K00294	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
172	172	ko:K00297	3.0196619775003323e-245	460.51701859880916	4.020993284190301e-244
175	175	ko:K00303	2.137003911954311e-17	38.38454177398117	4.257418520428383e-17
177	177	ko:K00313	0.0005659230335171052	7.47705247219297	0.0008103478182190149
183	183	ko:K00324	2.907093588298167e-44	100.24659027656247	7.291626121515526e-44
184	184	ko:K00325	1.4921526552444627e-46	105.51869446533095	3.781280920785564e-46
185	185	ko:K00330	3.5608792402482943e-156	357.9332670151033	2.1185167745460348e-155
186	186	ko:K00331	2.19806524971953e-147	337.69243112863325	1.239787852139507e-146
187	187	ko:K00332	2.637210776204395e-09	19.753544002468267	4.588502940662562e-09
188	188	ko:K00333	6.088742870099207e-145	332.0683968489945	3.3935875858420653e-144
189	189	ko:K00334	1.625386762743798e-37	84.70990264547503	3.880310216681388e-37
190	190	ko:K00335	5.731951847448641e-41	92.6599327034797	1.4028001790504997e-40
191	191	ko:K00336	9.598425160428587e-74	168.12969784233127	3.361830549365993e-73
192	192	ko:K00337	2.612120105459175e-146	335.2172613845917	1.4660069697239068e-145
193	193	ko:K00338	5.628391990810234e-143	327.5418445112134	3.0942454897872036e-142
194	194	ko:K00339	3.5608792402482943e-156	357.9332670151033	2.1185167745460348e-155
195	195	ko:K00340	3.5608792402482943e-156	357.9332670151033	2.1185167745460348e-155
196	196	ko:K00341	9.191519496842994e-157	359.2875783349448	5.520778625444206e-156
197	197	ko:K00342	8.558323730467375e-152	347.84602978999766	4.976343540908218e-151
198	198	ko:K00343	3.5608792402482943e-156	357.9332670151033	2.1185167745460348e-155
200	200	ko:K00346	3.277787618393283e-227	460.51701859880916	3.3647979806269956e-226
201	201	ko:K00347	3.4346106541404397e-236	460.51701859880916	3.965605675516753e-235
202	202	ko:K00348	2.29628520098725e-222	460.51701859880916	2.227633375390724e-221
203	203	ko:K00349	4.676783407376443e-232	460.51701859880916	5.058451938323256e-231
204	204	ko:K00350	4.676783407376443e-232	460.51701859880916	5.058451938323256e-231
205	205	ko:K00351	1.1254268573323964e-212	460.517018598808	1.0022334442426988e-211
206	206	ko:K00354	3.898252430603567e-07	14.757567292964191	6.4886595587228e-07
207	207	ko:K00355	4.697095657753934e-47	106.67455499816967	1.193510444810023e-46
209	209	ko:K00362	0.0004471740621568521	7.712562638349193	0.0006419386613113621
212	212	ko:K00366	3.225783961251201e-25	56.39345131538463	6.901393044798894e-25
213	213	ko:K00368	1.9417697084144196e-57	130.58375052257375	5.395291227218412e-57
214	214	ko:K00370	0.00011181070436810939	9.098703256136893	0.0001645681013718315
215	215	ko:K00371	0.00017469934200509384	8.652444107258981	0.0002548714431423152
217	217	ko:K00373	0.00025155826239906616	8.287835935614996	0.00036417896141157117
218	218	ko:K00374	0.00034238438958460686	7.979576505902448	0.0004936420489261212
219	219	ko:K00375	1.304543617157466e-149	342.81932559515724	7.43985178027379e-149
220	220	ko:K00376	5.860577608426204e-10	21.25760276321822	1.0295215052014422e-09
221	221	ko:K00380	3.1504838873367176e-30	67.92999673375388	7.041817904949765e-30
222	222	ko:K00381	3.821879209228383e-25	56.22388508360669	8.17360985428161e-25
223	223	ko:K00382	1.7942480132305747e-101	231.97650839236917	7.62825623697276e-101
224	224	ko:K00383	1.5419401302243174e-32	73.24968152747634	3.5274691958049017e-32
225	225	ko:K00384	3.722387490736303e-241	460.51701859880916	4.670355505043815e-240
226	226	ko:K00385	1.1213944871192518e-13	29.819033220297108	2.1203594354572322e-13
227	227	ko:K00389	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
228	228	ko:K00390	3.1464535925486636e-139	318.91305195120816	1.6790999039253076e-138
229	229	ko:K00392	8.02006482092306e-37	83.11370193652458	1.9025750411315798e-36
230	230	ko:K00394	7.901284967893539e-80	182.1397820391137	2.8836881014044556e-79
231	231	ko:K00395	3.225783961251201e-25	56.39345131538463	6.901393044798894e-25
236	236	ko:K00404	4.883860181250544e-11	23.74250009501341	8.764867954017983e-11
237	237	ko:K00405	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
238	238	ko:K00406	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
239	239	ko:K00407	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
240	240	ko:K00411	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
241	241	ko:K00412	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
242	242	ko:K00413	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
244	244	ko:K00425	2.480376708716659e-164	376.71554480370594	1.5682202572692337e-163
245	245	ko:K00426	5.46425947558955e-162	371.3205564556826	3.4127443583162166e-161
246	246	ko:K00427	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
247	247	ko:K00428	1.5874850522109843e-59	135.3903694508384	4.485956258650259e-59
248	248	ko:K00432	1.3668139434277322e-83	190.802080275786	5.1140036610954115e-83
252	252	ko:K00441	3.223030086456994e-15	33.368454457197906	6.253342910012436e-15
255	255	ko:K00448	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
256	256	ko:K00459	7.813739426564422e-09	18.667382187866686	1.3441917368184866e-08
258	258	ko:K00483	0.000845278961997467	7.075843852547476	0.0012054672946293758
262	262	ko:K00520	2.70199921440714e-06	12.82151860917126	4.458061824822534e-06
264	264	ko:K00525	1.3541955017043203e-146	335.8742160248034	7.622919045486134e-146
265	265	ko:K00526	7.347242593732161e-46	103.92458919220581	1.857704061093228e-45
267	267	ko:K00528	3.971561813771532e-117	268.0232964589946	1.860866224112371e-116
269	269	ko:K00533	2.2888394060312026e-69	158.05032653708776	7.682988874228401e-69
270	270	ko:K00537	4.755631144398027e-104	237.9095202514055	2.0480773029192418e-103
271	271	ko:K00547	1.9241533774264028e-33	75.33082200174022	4.4360024373007225e-33
272	272	ko:K00548	1.0609914622399486e-287	460.51701859880916	2.980277510351617e-286
273	273	ko:K00549	1.7376271283683422e-167	383.97919006681917	1.1212163162020183e-166
274	274	ko:K00554	3.0819789306973615e-251	460.51701859880916	4.5791718533466584e-250
277	277	ko:K00557	3.7252491633758494e-44	99.99861035264662	9.339590042815297e-44
278	278	ko:K00558	0.0	460.51701859880916	0.0
279	279	ko:K00560	1.4931525770338095e-201	460.3778522618557	1.2379353083601893e-200
280	280	ko:K00561	4.8458664714969045e-54	122.76146895403915	1.3141096108583826e-53
281	281	ko:K00563	1.1112954113531231e-38	87.39270716165304	2.676780670861661e-38
282	282	ko:K00564	3.1768194268249016e-40	90.94752320372751	7.747871483306002e-40
283	283	ko:K00566	2.9526790545821265e-276	460.51701859880916	7.093968486030078e-275
284	284	ko:K00567	9.121228067584531e-138	315.5461383816241	4.808445720782657e-137
286	286	ko:K00571	5.279029802965434e-160	366.7498725476515	3.2467758461375645e-159
287	287	ko:K00573	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
288	288	ko:K00574	3.673915196776579e-09	19.422007932407737	6.386368596367169e-09
289	289	ko:K00575	8.794488989277444e-98	223.479213839328	3.6164373513081174e-97
298	298	ko:K00588	3.911611521728204e-142	325.6031337621746	2.1358760784987853e-141
299	299	ko:K00590	1.4754129833570367e-49	112.43773161738935	3.849437016651492e-49
301	301	ko:K00595	1.780906878407976e-98	225.07621639660283	7.355523215428992e-98
303	303	ko:K00598	0.00034238438958460686	7.979576505902448	0.0004936420489261212
304	304	ko:K00600	3.9099980505061733e-265	460.51701859880916	7.718828319285963e-264
305	305	ko:K00602	3.75e-322	460.51701859880916	1.525e-320
306	306	ko:K00603	1.15254477419227e-67	154.1312288858425	3.752749593477253e-67
307	307	ko:K00604	6.278014391841237e-278	460.51701859880916	1.5278305713937767e-276
308	308	ko:K00605	5.787875779530104e-75	170.93811662774047	2.0398468571302725e-74
309	309	ko:K00606	1.1417410131528723e-189	435.0560282739303	8.606501682591612e-189
311	311	ko:K00609	6.831155519507423e-227	460.51701859880916	6.961859939194749e-226
312	312	ko:K00610	2.5412245764282638e-210	460.517018598555	2.2175817555663026e-209
313	313	ko:K00611	2.3206893137599656e-142	326.1252189456071	1.270864390445079e-141
314	314	ko:K00612	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
315	315	ko:K00613	0.00011181070436810939	9.098703256136893	0.0001645681013718315
316	316	ko:K00615	0.0	460.51701859880916	0.0
317	317	ko:K00616	2.1265146338695541e-103	236.41178026102963	9.1233295006288e-103
318	318	ko:K00619	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
319	319	ko:K00620	2.2970744414612288e-116	266.2682344560033	1.0709564241527745e-115
320	320	ko:K00625	5.870173751173626e-221	460.51701859880916	5.626995076252342e-220
321	321	ko:K00626	6.523805349548452e-63	143.18740301037062	1.950921875188059e-62
322	322	ko:K00627	1.519246425711228e-44	100.89552965237408	3.815687419735584e-44
323	323	ko:K00631	1.0876102370890923e-62	142.6762929193492	3.201588841817005e-62
324	324	ko:K00632	2.137003911954311e-17	38.38454177398117	4.257418520428383e-17
325	325	ko:K00633	1.3712453292186479e-16	36.525642161524814	2.7193716644778666e-16
326	326	ko:K00634	3.8002231150388484e-104	238.13378989188814	1.6391183886561756e-103
327	327	ko:K00638	0.00011181070436810939	9.098703256136893	0.0001645681013718315
328	328	ko:K00639	2.762500379483421e-206	460.51701583631257	2.3596183271654153e-205
329	329	ko:K00640	4.474424802137891e-227	460.51701859880916	4.576558411751908e-226
330	330	ko:K00641	5.31039825420573e-69	157.20870458335568	1.7762149610927461e-68
331	331	ko:K00645	2.50905738810555e-274	460.51701859880916	5.878065565661384e-273
332	332	ko:K00647	1.0301581594587643e-149	343.0554665127867	5.886915959822048e-149
333	333	ko:K00648	9.31596797647493e-257	460.51701859880916	1.5561525205673804e-255
334	334	ko:K00651	2.723717330845894e-171	392.74005328895936	1.8028262661144103e-170
335	335	ko:K00652	9.3486361516528e-165	377.69130987748986	5.923950584986724e-164
336	336	ko:K00655	0.0	460.51701859880916	0.0
337	337	ko:K00656	3.3063025339284365e-256	460.51701859880916	5.442386036897946e-255
338	338	ko:K00657	1.928402466079474e-138	317.10005091080825	1.0232857446884127e-137
339	339	ko:K00658	6.037819149209334e-58	131.75189251492037	1.6917879362995482e-57
340	340	ko:K00661	3.767869858876025e-130	298.00955227162314	1.899410109215539e-129
341	341	ko:K00662	4.656441091722768e-27	60.631546068702534	1.0146764339585777e-26
343	343	ko:K00666	2.3772026522993446e-20	45.18577741964706	4.8770661972682046e-20
345	345	ko:K00674	9.278338106031715e-42	94.48089145839091	2.2905770418301297e-41
347	347	ko:K00677	0.0	460.51701859880916	0.0
348	348	ko:K00680	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
349	349	ko:K00681	5.827369216534156e-27	60.407231861628475	1.269341303879315e-26
350	350	ko:K00684	5.336593055633425e-82	187.1373901807142	1.9693074766082564e-81
352	352	ko:K00688	0.0	460.51701859880916	0.0
353	353	ko:K00689	4.103858811521835e-11	23.916508318308445	7.510660243063948e-11
354	354	ko:K00690	8.568798148103512e-23	50.81132965551566	1.8045294421556295e-22
355	355	ko:K00691	1.7086825661522913e-128	294.195169258807	8.507250236768815e-128
356	356	ko:K00692	3.3353736590225944e-18	40.2419469591155	6.6825832785101375e-18
357	357	ko:K00693	5.116521183271745e-176	403.622501615228	3.501561042515427e-175
359	359	ko:K00697	6.289483980937792e-05	9.67404643562989	9.38188284184274e-05
360	360	ko:K00700	0.0	460.51701859880916	0.0
361	361	ko:K00702	7.823536459980478e-116	265.0427341022444	3.62955520567377e-115
362	362	ko:K00703	2.2836558494031873e-257	460.51701859880916	3.8835906402802396e-256
363	363	ko:K00705	0.0	460.51701859880916	0.0
364	364	ko:K00712	4.99721457201981e-10	21.416970258332228	8.889185089358489e-10
365	365	ko:K00713	6.289483980937792e-05	9.67404643562989	9.38188284184274e-05
366	366	ko:K00721	5.26454925951102e-196	449.6456637008429	4.174669258314497e-195
367	367	ko:K00728	4.603449534721177e-42	95.18176798443609	1.140459678500911e-41
368	368	ko:K00737	2.7953652842220115e-05	10.484962674873284	4.234674643068816e-05
369	369	ko:K00748	5.657875367616545e-178	408.12709810794274	3.9291961040052908e-177
371	371	ko:K00754	1.0828194260072973e-45	103.53676096560368	2.7292850353737504e-45
372	372	ko:K00756	1.8633887484333514e-90	206.61026163164	7.280756313947891e-90
373	373	ko:K00757	6.807449732203105e-216	460.51701859880916	6.20918597544729e-215
374	374	ko:K00758	2.0092612529995507e-96	220.35040180873636	8.155491757322403e-96
375	375	ko:K00759	4.696720516667832e-226	460.51701859880916	4.726859899662492e-225
376	376	ko:K00760	3.426735155807111e-208	460.5170185645418	2.9673844616084276e-207
377	377	ko:K00761	4.313895204623023e-245	460.51701859880916	5.704040357213486e-244
378	378	ko:K00762	1.2807431557416374e-284	460.51701859880916	3.427050169344685e-283
379	379	ko:K00763	1.6258542223803725e-107	245.89057159738906	7.199665050634966e-107
380	380	ko:K00764	0.0	460.51701859880916	0.0
381	381	ko:K00765	6.052292810524627e-185	424.1778050267031	4.4551819045921825e-184
382	382	ko:K00766	8.641525228735444e-234	460.51701859880916	9.699811419769447e-233
383	383	ko:K00767	6.043418900165678e-178	408.0611766580616	4.191786622891329e-177
384	384	ko:K00768	1.9571844054188346e-71	162.81203468997768	6.668837147250899e-71
385	385	ko:K00769	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
386	386	ko:K00771	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
387	387	ko:K00772	1.7078805819248203e-18	40.91127849787659	3.4352311241708356e-18
388	388	ko:K00773	1.7485735262430106e-236	460.51701859880916	2.0313675162897196e-235
389	389	ko:K00782	1.2972547125622608e-139	319.79907765418073	6.95565062405178e-139
390	390	ko:K00783	8.106971373861213e-256	460.51701859880916	1.3152862177247242e-254
391	391	ko:K00784	6.991247130730877e-265	460.51701859880916	1.3658332629794648e-263
392	392	ko:K00785	6.988462049156842e-06	11.871250047506704	1.0938967765328398e-05
393	393	ko:K00786	2.015417326718128e-81	185.80856624852956	7.422730741455023e-81
394	394	ko:K00788	0.0	460.51701859880916	0.0
395	395	ko:K00789	3.198219051934801e-289	460.51701859880916	9.119770084456509e-288
396	396	ko:K00790	1.1304669392196187e-295	460.51701859880916	3.526307369521529e-294
397	397	ko:K00791	0.0	460.51701859880916	0.0
398	398	ko:K00793	7.91300183154107e-212	460.5170185988012	6.980751303262637e-211
399	399	ko:K00794	4.576543343842705e-231	460.51701859880916	4.875313909308662e-230
400	400	ko:K00795	9.037843628347294e-69	156.6769508073267	2.978847934947392e-68
401	401	ko:K00796	1.1334529015679156e-207	460.51701848546384	9.755297381482395e-207
402	402	ko:K00797	5.5392568717182966e-89	203.21821292338728	2.1473272989509654e-88
403	403	ko:K00798	2.105969611892345e-87	199.58012710617518	8.072168654951921e-87
404	404	ko:K00799	1.0434122718096972e-16	36.79886511500134	2.069959833674473e-16
405	405	ko:K00800	3.370971360785099e-257	460.51701859880916	5.715466757655456e-256
408	408	ko:K00805	7.899955406744698e-162	370.9519279502942	4.9230847932097754e-161
409	409	ko:K00806	8.23124624266411e-250	460.51701859880916	1.1916311868226042e-248
411	411	ko:K00812	4.871124768061233e-176	403.67165149799024	3.353947614691917e-175
412	412	ko:K00813	3.803683483123213e-64	146.02947601672696	1.1484276441558108e-63
414	414	ko:K00817	1.2723728407979145e-287	460.51701859880916	3.556345078784666e-286
415	415	ko:K00820	1.3542800529554639e-245	460.51701859880916	1.8205393283301305e-244
416	416	ko:K00821	2.963978349579143e-206	460.51701563483516	2.527888483644085e-205
417	417	ko:K00823	1.81035210538081e-17	38.55042522118064	3.6143026828076567e-17
418	418	ko:K00824	2.5652892222644028e-37	84.25357721129548	6.1215650671618e-37
419	419	ko:K00826	3.4389094501139983e-251	460.51701859880916	5.096084712688618e-250
420	420	ko:K00830	1.8275134981806148e-49	112.22371325794838	4.759290226350439e-49
421	421	ko:K00831	1.7756827945224515e-262	460.51701859880916	3.341835019291254e-261
422	422	ko:K00832	4.106049723146048e-14	30.823729873518392	7.829367354570276e-14
423	423	ko:K00833	3.727879784537479e-83	189.79872306883934	1.3865355246046513e-82
425	425	ko:K00836	3.975891275243709e-47	106.84125042756034	1.0120776438244357e-46
426	426	ko:K00839	2.637210776204395e-09	19.753544002468267	4.588502940662562e-09
428	428	ko:K00841	8.438775230605876e-08	16.287843560731805	1.4209759902177386e-07
429	429	ko:K00842	1.8312769213195786e-08	17.8156672492153	3.133148332657679e-08
431	431	ko:K00845	4.2041262893824e-311	460.51701859880916	1.53138690515181e-309
433	433	ko:K00847	3.7982963275249865e-287	460.51701859880916	1.0461063934246865e-285
434	434	ko:K00848	4.460208221990535e-155	355.4054939625899	2.6341355252467115e-154
435	435	ko:K00849	2.481427926742157e-266	460.51701859880916	5.039619451218064e-265
436	436	ko:K00850	1.78118596550304e-261	460.51701859880916	3.30808419777308e-260
437	437	ko:K00851	2.95637014879452e-12	26.54705890119796	5.494294226495675e-12
438	438	ko:K00852	1.8062468713288853e-83	190.52331157776496	6.749218951371863e-83
440	440	ko:K00854	3.346764060758661e-115	263.5892917673229	1.5425167254729304e-114
