	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Lachnoclostridium_A sp002160755	374.358308305712	-1.57861383301762	0.235254637715074	-6.71023469866528	1.9431162640038e-11	2.560055677825e-09
Succinivibrio sp000431835	488.224163057116	8.33601872260508	1.24485227729924	6.69639191301511	2.13628324358119e-11	2.70197104648149e-09
Prevotella sp002299275	1734.06088527467	-2.40059548766073	0.359923501356661	-6.66973809326747	2.56260328075798e-11	3.11306314433228e-09
Acutalibacter sp000432995	175.336312151561	-2.69822080036224	0.405160507858797	-6.65963426352156	2.7450983133103e-11	3.11306314433228e-09
Parvimonas sp001553085	80.8043026144582	-2.95981283821875	0.444482000385739	-6.65901619334441	2.75666565595522e-11	3.11306314433228e-09
Lachnoclostridium_B phocaeensis	113.721802036994	-2.15649317368749	0.324173030322928	-6.65229051145705	2.88566390334795e-11	3.14636871116766e-09
CAG-279 sp900541935	2778.20086350771	-2.17348245157482	0.328928690101454	-6.60776185532625	3.90173655170303e-11	4.11243032549499e-09
Eubacterium_I sp900546495	4166.30340931025	-1.87598524662026	0.284418967254079	-6.59585141150024	4.22822239691512e-11	4.31278684485342e-09
Prevotellamassilia sp900768625	611.581124257279	-2.66134948840651	0.405184349244166	-6.56824354980891	5.09122216565497e-11	5.03076390243781e-09
CAG-177 sp000431775	751.705654728297	2.47864592038152	0.378295240774411	6.55214671828136	5.67157764269026e-11	5.4344025776323e-09
Eubacterium_R sp000431535	290.85315452531	-3.08053464081891	0.472632223519084	-6.51782609717579	7.13336226933363e-11	6.63402691048028e-09
Porphyromonas_A somerae	216.421548299746	-4.05247124570159	0.62354830268987	-6.4990494372609	8.08290989286077e-11	7.30233173749307e-09
UBA1232 sp900544815	997.147257961691	-1.79107087925215	0.278996981745506	-6.41967833503633	1.36562592152835e-10	1.1994747677424e-08
UBA1417 sp900552925	307.692866172083	-2.25871429684101	0.353996688080131	-6.38060855622956	1.7638563993751e-10	1.50738214454705e-08
CAG-353 sp900066885	1852.881015598	2.06161498948849	0.324108468709168	6.3608797317124	2.00601472514533e-10	1.66921541076566e-08
Negativibacillus massiliensis	6354.6626580812	-2.91228963714278	0.458592927623027	-6.35048964282488	2.14630661909907e-10	1.72383737396223e-08
Veillonella dispar	1123.99376534157	-2.35040798653269	0.370257021234252	-6.34804433606038	2.18069244017993e-10	1.72383737396223e-08
Enterobacter chengduensis	259.542752679525	-4.09482454392989	0.645477181713732	-6.34387188259419	2.24061182816981e-10	1.72800356113974e-08
Prevotella sp900553155	2932.16185040123	-2.44662489586169	0.388314971295268	-6.30061954011378	2.96458268536236e-10	2.23190725026566e-08
Prevotella sp900540415	1018.81740428296	2.57196456991403	0.409964702706442	6.27362441921177	3.52738805799057e-10	2.59386070682934e-08
Peptostreptococcus sp900759325	76.8538211635222	-3.11289661569533	0.4976929925938	-6.25465228970175	3.98402533542722e-10	2.86306547968656e-08
Akkermansia muciniphila_B	1819.52510171553	4.50288560324115	0.721222321300854	6.24340854442689	4.28136686905606e-10	3.00837378665673e-08
Massilistercora timonensis	931.571005726441	-2.34225408406679	0.375859441219187	-6.23172874537657	4.61315762160905e-10	3.17104443467996e-08
Prevotella copri_A	89518.395646315	-3.41055516828865	0.554680130794967	-6.14868818791227	7.81263943903036e-10	5.25607785238596e-08
HGM12713 sp900754175	508.085235364239	3.51719430936096	0.575532111067293	6.11120429551447	9.88820851514194e-10	6.51385735934976e-08
UBA1829 sp002338895	210.146040745228	6.39164460813335	1.04677076906808	6.10605950892545	1.02120945335015e-09	6.5899271254963e-08
Prevotellamassilia sp900542795	432.811433846883	-2.97496329106266	0.487484761939516	-6.10267955705203	1.0430482820572e-09	6.5962373357297e-08
Acutalibacter sp000435395	2936.04157696604	-3.0363887738628	0.497814050374665	-6.09944370107181	1.06438239374871e-09	6.599170841242e-08
Mitsuokella jalaludinii	162.876183720013	-4.38465614577875	0.722900151976945	-6.06536896387122	1.31651068904105e-09	8.00539768989961e-08
Cloacibacillus evryensis	146.280284738484	4.11257709511496	0.678596207591846	6.0604186246625	1.35767725896372e-09	8.09995376008165e-08
Anaerotignum lactatifermentans	1631.22811369175	-1.46532489294079	0.243987556680104	-6.00573616490616	1.90465699713082e-09	1.11528248609771e-07
CAG-83 sp900548615	4437.2121001351	2.05297957387604	0.342417035822874	5.99555325552789	2.02793820935312e-09	1.14131618410767e-07
Prevotella buccae	162.081903414145	-2.63878310178438	0.440280668162888	-5.99341123196472	2.05484351357329e-09	1.14131618410767e-07
UBA11517 sp900555365	308.32898038883	-2.27347674747523	0.379342140883767	-5.99320903862312	2.05740109089617e-09	1.14131618410767e-07
Porphyromonas asaccharolytica	354.043372646387	-7.03841463555531	1.17502783989929	-5.98999819115654	2.09843371447462e-09	1.14400817330496e-07
UBA11940 sp900549005	143.831547816631	-5.27907505201946	0.883587983687937	-5.97458900469147	2.3067097175412e-09	1.23624002150259e-07
Bacteroides fragilis	58133.7097226448	-2.78325074445073	0.466676744582055	-5.9639799427832	2.46166969308847e-09	1.29729992825763e-07
Blautia sp900541955	486.751249708131	-1.77557448176401	0.300164424887132	-5.91533950910957	3.31191708863067e-09	1.7167675138115e-07
Angelakisella sp004557855	1186.58264365685	1.94647224486814	0.329496119066786	5.90742085333518	3.47505188195016e-09	1.77227645979458e-07
UBA1685 sp002320595	1364.31682021625	2.53629658829641	0.430503822852509	5.89146124531709	3.82795440833285e-09	1.92126854589658e-07
Blautia_A sp900066335	40576.9777474069	-1.96323541624401	0.333979004816227	-5.87831985823267	4.14451499205596e-09	2.03773394061403e-07
Prevotellamassilia sp900543155	1397.4576695483	-2.73919168170618	0.466121916831998	-5.87655628879912	4.18889013725212e-09	2.03773394061403e-07
Blautia sp900543715	97.9946768259956	-1.54158802041854	0.263126247886712	-5.85873903800833	4.66394922846263e-09	2.23445567581801e-07
Prevotellamassilia sp900546605	383.552945017604	-2.89047353147088	0.496649990773093	-5.81994077352447	5.88684834967776e-09	2.77824096741509e-07
Sellimonas sp002161525	1109.56838443535	-1.54224209661573	0.265402934666804	-5.81094590589933	6.21208356259556e-09	2.87752541721359e-07
CAG-83 sp000435555	35748.3390785713	2.64288316086131	0.454952095311358	5.80914603558994	6.27923003756286e-09	2.87752541721359e-07
CAG-611 sp000434175	346.652355442484	6.40539674468266	1.10565772763962	5.79329080289342	6.90204440162528e-09	3.11775205684845e-07
Blautia sp003287895	808.714052739922	-1.51790755940267	0.26214794734032	-5.79027062696062	7.02731046896944e-09	3.12962756378611e-07
Streptococcus timonensis	274.625113991425	-2.28388008248471	0.395697920621489	-5.77177681120388	7.84399690592878e-09	3.44482197452039e-07
Blautia_A sp900541985	1223.92927248932	-1.15046391424987	0.199960245415304	-5.75346320395052	8.74334863036492e-09	3.74086356417372e-07
Streptococcus oralis_E	101.416443943364	-2.43113449201964	0.422567612488757	-5.75324378908552	8.75470916346791e-09	3.74086356417372e-07
Lachnoclostridium_B sp000765215	782.350808961822	-1.50778343735997	0.262401712049621	-5.74608841376326	9.13315637773587e-09	3.85053872885344e-07
Ruminococcus sp002438605	518.687349973473	1.78801089762779	0.311426726582571	5.74135340678192	9.39228450060451e-09	3.90768468301466e-07
Dorea formicigenerans	40356.939417593	-1.14395655474665	0.19946616768645	-5.73509065730325	9.74602016332706e-09	4.00219685148574e-07
CAG-306 sp000980375	204.827867681711	5.82482649712142	1.01620172423591	5.73195888001583	9.92773434827243e-09	4.02455077041506e-07
Anaerosacchariphilus sp014290175	1232.74439399062	-1.71087626048222	0.298736915440129	-5.72703329269365	1.02202117711114e-08	4.09067210382966e-07
Porphyromonas sp900539155	91.3951057815217	-3.86142619767562	0.675461691689746	-5.7167212370191	1.08599052096399e-08	4.29237753411016e-07
Peptostreptococcus stomatis	95.5968988147583	-2.61887303577806	0.459735970323196	-5.69647189872262	1.22312040434115e-08	4.73154123735436e-07
Lactobacillus helveticus	70.1381211166705	-4.89917254859081	0.860118451386162	-5.6959277419236	1.227028404374e-08	4.73154123735436e-07
Streptococcus anginosus_C	196.801760109172	-2.55520868184763	0.449157966607669	-5.688886476057	1.27870437461935e-08	4.83260324375629e-07
Veillonella parvula_A	1899.39191567089	-2.72128595127143	0.478408412420696	-5.68820673010746	1.28380351826543e-08	4.83260324375629e-07
Fusicatenibacter sp900543115	228.146659439252	-1.57716151818489	0.277949353889245	-5.67427661232608	1.39275929009461e-08	5.18106455915194e-07
Gemmiger sp900540775	7747.32732872982	1.71713321068458	0.30281422477944	5.67058305116043	1.42312360579025e-08	5.22424974797108e-07
Streptococcus anginosus	211.178741387854	-2.92930953506674	0.516747629524904	-5.66874305308365	1.43848901378772e-08	5.22424974797108e-07
Zag111 sp002103105	244.001706355265	-7.19307757643408	1.2693115319767	-5.6669126492787	1.45393414870795e-08	5.22424974797108e-07
Blautia hominis	102.238266319086	-1.15306054317684	0.203929046604243	-5.65422416461613	1.56551786589924e-08	5.56198594603751e-07
Peptoniphilus_A senegalensis	89.5452284930769	-3.3347121230311	0.59058933154319	-5.64641442864809	1.63828650368761e-08	5.75584658295581e-07
CAG-628 sp003524085	181.945394170199	3.44210933108788	0.610627562002503	5.63700288896192	1.73035211007666e-08	5.99435872405688e-07
UC5-1-2E3 sp001304875	552.459576362514	1.89829748232529	0.336837932682148	5.63564046130336	1.74408919232521e-08	5.99435872405688e-07
Negativibacillus sp900547015	1104.16272224656	-1.47300765241282	0.262213247540909	-5.6175943291462	1.93634466779312e-08	6.58357187049662e-07
Bilophila sp900550745	1102.73877750315	2.20999929529933	0.393584085357789	5.61506264484835	1.96491044850338e-08	6.60962429592306e-07
Fournierella sp004558145	734.643422638548	-1.73907586353783	0.310197582049394	-5.60634886980168	2.06639244259555e-08	6.87782410893381e-07
Anaerococcus obesiensis	83.7787336182816	-2.26091609176338	0.403431013596457	-5.60421984320948	2.09195052629515e-08	6.89036204598464e-07
Bacteroides sp014385165	1379.15074896583	-1.31593865526058	0.23552429862964	-5.58727342748564	2.30662401575115e-08	7.51911869876817e-07
Prevotella sp900556275	599.312057646564	-1.57622494959321	0.283176010648658	-5.56623757069897	2.60298308715237e-08	8.39860461385286e-07
CAG-485 sp000437495	1477.61836659149	4.32969217642788	0.783256202603333	5.52781090278908	3.24251269309902e-08	1.03563890258375e-06
Bacteroides fragilis_A	4690.09870821589	-1.63544071937302	0.297810020249414	-5.49155706044861	3.98405561266965e-08	1.25975838472614e-06
Prevotella hominis	91847.917112761	-2.97248135702293	0.542230999193078	-5.48194655312298	4.20671333447043e-08	1.31699282807876e-06
Prevotellamassilia timonensis	6069.48574395888	-2.17023428115831	0.397184796040055	-5.4640416823494	4.65414176299749e-08	1.44278394652922e-06
UBA1409 sp900553675	110.995465183968	2.2435567715201	0.411268457313962	5.45521235976376	4.89143523456032e-08	1.50162312734755e-06
CAG-977 sp000434295	36.5761414439894	4.99909040318575	0.917905684748258	5.44619178881846	5.14596500559265e-08	1.56457128343115e-06
Ruminococcus_B sp900544395	956.671624036652	-1.59484813451583	0.295609108634821	-5.39512514306861	6.84758097750597e-08	2.06210010008323e-06
Porphyromonas sp900548415	319.295891289681	-7.55457480024091	1.40672408465222	-5.3703315971224	7.85919946447029e-08	2.34441402892972e-06
UBA6382 sp900557555	757.336815421851	-1.68998326894946	0.316199801331041	-5.34466897776497	9.05824387665537e-08	2.6768380502789e-06
Acutalibacter sp900543305	227.202944142552	-1.84517970757301	0.34596124519461	-5.3334867220028	9.63446113025267e-08	2.82075611980175e-06
Prevotella sp000434975	3176.12528507956	-2.83828809264263	0.532471854288529	-5.33040022638389	9.79965603480393e-08	2.84279930110551e-06
Prevotella sp900553595	732.429745882425	-2.08374144304443	0.391396742521982	-5.32385995248135	1.01588130775896e-07	2.89877375417317e-06
Parabacteroides sp900549585	2095.72420236885	-1.47723447869466	0.277490313612541	-5.32355331421522	1.01759609966231e-07	2.89877375417317e-06
F082 sp900542475	147.176330384793	-2.48805408238959	0.46770012519963	-5.31976355859988	1.03902194514164e-07	2.93338159869453e-06
Gemella sanguinis	270.497619450589	-1.70648032304008	0.320995304375432	-5.31621584421747	1.05947464575794e-07	2.96465383175806e-06
Streptococcus oralis	195.953644192667	-2.28075492824235	0.429231972715881	-5.31357185209509	1.07497021099213e-07	2.98162790101502e-06
Prevotella sp900546575	2700.26280954836	-2.65853588642217	0.50095295430289	-5.3069571974512	1.11470339905588e-07	3.06494969375192e-06
UMGS1441 sp900543365	83.7662275645677	-2.345528273238	0.44214525180003	-5.304881741213	1.1274606456123e-07	3.07330220812594e-06
Clostridioides difficile	179.419021420035	-1.45065291766322	0.273959443164554	-5.29513748789408	1.1892689803776e-07	3.21407565466152e-06
Prevotella sp900771975	4593.70966653855	-2.36578401954415	0.448382781067897	-5.27625974822148	1.31847171475459e-07	3.53305725597799e-06
Prevotella sp002251385	711.108726722953	-2.53315345951005	0.484784797100034	-5.22531538666907	1.73858510236793e-07	4.61966898629193e-06
Prevotella oris	2252.69487316605	-1.30077289328245	0.249876425536048	-5.20566472203995	1.93303387121852e-07	5.0935442506608e-06
Lawsonibacter sp900553135	304.44449150045	-1.58038466793998	0.303801744953616	-5.20202630232183	1.97127318222278e-07	5.13113131851285e-06
Peptoniphilus_A harei_A	66.3561680041626	-3.82417509935037	0.73524456292451	-5.2012286689198	1.97975338664949e-07	5.13113131851285e-06
Phascolarctobacterium_A sp900551335	629.123637168735	-2.86023132408363	0.550520771547487	-5.19550119070651	2.04169029296433e-07	5.24863797264488e-06
Prevotella sp900550035	2504.93514902439	-2.65683964874813	0.512401111987717	-5.18507783568553	2.15924667522444e-07	5.50607902182232e-06
Veillonella sp900757715	670.223181355471	-2.70122198138548	0.521121462250569	-5.18347866487729	2.17785151625904e-07	5.50909319552886e-06
CAG-611 sp900552235	183.12339727087	4.99287665279516	0.963762464278443	5.18060916237619	2.21162453687338e-07	5.55012443301082e-06
Prevotella sp900552675	1115.43591939103	-2.34401579946802	0.4534035266951	-5.1698226005293	2.34316317883004e-07	5.83392281217368e-06
Prevotella bivia	1130.42765740692	-2.07887826541782	0.402557994444112	-5.16417086260706	2.41507020508683e-07	5.96597811600357e-06
Mediterraneibacter sp900553885	231.853140616783	-0.917491416770138	0.17794416867741	-5.15606340791888	2.52195526267137e-07	6.18172289966425e-06
Bulleidia moorei	136.367139178292	-1.0642773617568	0.206835776120459	-5.14551873819437	2.66782568801444e-07	6.48897294269359e-06
UMGS856 sp900546265	2102.48711064933	2.07555191302781	0.404540445106901	5.13064129466546	2.88756713502751e-07	6.96983761905114e-06
Victivallis sp900550905	339.050653645362	4.19065127900398	0.819952862257715	5.11084413738755	3.20722508348592e-07	7.68276190453218e-06
Olsenella_E timonensis	395.764260793792	-2.99301839530476	0.589503285424756	-5.07718696283125	3.83063893314893e-07	9.10712805008792e-06
Erysipelatoclostridium ramosum	2188.2714595223	-1.76658497811324	0.349019904366358	-5.06155940109048	4.15841134988069e-07	9.81260946889756e-06
Citrobacter_B koseri	195.828771795337	-3.07854862548301	0.60947235054133	-5.05117028319441	4.39111388670551e-07	1.02401676237614e-05
UMGS911 sp900545935	305.544116745824	2.62900924056645	0.52053461778982	5.05059442872248	4.40437317151028e-07	1.02401676237614e-05
Hungatella sp005845265	2347.57281456699	-1.27509399532252	0.252757123533712	-5.04474009474336	4.54138251178443e-07	1.04816434323083e-05
Prevotella sp900544495	1849.30049870567	-1.99731898071764	0.396616839295068	-5.03589051909041	4.75632365647742e-07	1.08981850737548e-05
Mediterraneibacter sp900761655	128.702059258198	-1.11855338427141	0.223406888753377	-5.00679898687547	5.53426688801905e-07	1.25894617985009e-05
Blautia_A sp003477525	12704.7793382054	-1.1974420649033	0.239443574604123	-5.00093630360746	5.70525609087027e-07	1.28857283995227e-05
Prevotella sp900765465	25116.9317797048	-2.32082208302823	0.468825288345581	-4.95029201862827	7.41022094390618e-07	1.66178146273981e-05
Eisenbergiella sp900555195	1129.63057588438	-1.80075902066212	0.36403820763423	-4.94662093950163	7.55128193860421e-07	1.68148968238497e-05
Streptococcus parasanguinis_B	2089.37942585198	-2.00729795670582	0.407369862199681	-4.92745817245041	8.3306249694819e-07	1.83194994637034e-05
Agathobaculum desmolans	175.560478677647	-1.2347972566869	0.250609750447056	-4.92717164629143	8.34284605557648e-07	1.83194994637034e-05
Prevotella sp900543975	1279.36243667633	-2.10971369727409	0.429763800941532	-4.90900744234879	9.1538504727091e-07	1.99617070308318e-05
Finegoldia magna_H	39.7343487575393	-2.95497298498116	0.602254916861383	-4.90651533470383	9.27087436777368e-07	2.00784279115756e-05
Prevotella salivae	243.00976374191	-1.85109525807019	0.377534814685616	-4.90311141135858	9.43304466639057e-07	2.02906715885218e-05
UBA1829 sp900548385	46.3685466720965	3.44203195848886	0.704752963656492	4.88402622761663	1.03941239906526e-06	2.22069054448942e-05
F23-B02 sp002472405	731.941594960778	2.08380922265808	0.427070085169558	4.87931441470725	1.06455240660056e-06	2.25913738904093e-05
Alistipes_A sp900240235	1979.9921530277	1.75862920649322	0.361171304924253	4.8692384542068	1.12029154335959e-06	2.36157457340201e-05
Streptococcus oralis_S	134.344882147621	-2.15431455414811	0.443374709237817	-4.85890266012574	1.18038145061601e-06	2.47176566016413e-05
UMGS1484 sp902388225	95.6994058339551	2.60541171093521	0.536814054598959	4.8534714928089	1.2131878823645e-06	2.52375005528721e-05
HGM13862 sp900760825	221.527982657772	2.65976360172543	0.548725101774162	4.8471695446878	1.25235394895118e-06	2.58819816116578e-05
CAG-484 sp000431315	372.151116069001	-1.88745314233581	0.390627433420258	-4.83184994410055	1.35270195958419e-06	2.77743090662675e-05
RC9 sp900544195	2504.33216947372	2.78969861528821	0.577665991399446	4.82925887419808	1.37042150663317e-06	2.79565987353166e-05
Porphyromonas sp900546675	279.843993536845	-5.83295896453552	1.20965580230661	-4.82199891358605	1.42126720080213e-06	2.8807992877797e-05
Ruminococcus_E sp900314705	275.694957499951	1.19092689137027	0.247509045052173	4.81164997876837	1.49689341746749e-06	3.01476241148548e-05
Eisenbergiella sp900550285	184.868752601002	-1.03970877199843	0.216452927196718	-4.80339437060845	1.55998201288083e-06	3.12193868653747e-05
Veillonella sp900545205	535.614130641524	-1.59095385397633	0.332085355128375	-4.79079799638052	1.66119305293788e-06	3.28790985988907e-05
UMGS1781 sp900553695	282.615713646052	3.2877921607266	0.686315883261755	4.79049405807306	1.66371150405519e-06	3.28790985988907e-05
Fusobacterium nucleatum_E	181.671211909022	-1.3813020771993	0.289166059922365	-4.77684717760497	1.78064994843045e-06	3.49715225896713e-05
Prevotella sp002299635	1300.29203850718	-2.23494713985611	0.468607093159695	-4.7693412508685	1.84829330108453e-06	3.60759470248721e-05
UMGS1472 sp900552095	471.864874617603	-2.05259579445468	0.43133300185411	-4.75872651902703	1.94818179099051e-06	3.77923363381104e-05
Streptococcus sp900543065	303.283455268013	-1.70623213554401	0.360054359832534	-4.73881815050816	2.14968310407754e-06	4.14469388725195e-05
Streptococcus sanguinis_H	369.493967310991	-1.6701844922282	0.353658786794351	-4.72258729202561	2.32863088282298e-06	4.46250354635532e-05
UBA7597 sp900542935	592.293143980826	-3.10337578433876	0.658173868012124	-4.7151306594895	2.4155568990791e-06	4.60119934631815e-05
CAG-312 sp900545715	4182.94423328665	6.32653600929649	1.34232106736762	4.71313172615495	2.43938391340521e-06	4.61876163723788e-05
Gemmiger formicilis	35949.6085911299	1.50308261728344	0.320367576793992	4.69174387846987	2.70886112510198e-06	5.09846361760265e-05
HGM12650 sp900761725	81.8136737907767	2.74073969859139	0.586246136975571	4.67506653899811	2.93858326724895e-06	5.49810668108945e-05
Lactobacillus delbrueckii	155.281037958545	-2.80989972229203	0.601279723566215	-4.6731988659561	2.96544377967537e-06	5.51572543019618e-05
UBA1181 sp900769555	66.4926180128029	-1.28739762344309	0.275906570491789	-4.6660636647702	3.07024607878186e-06	5.6663340533987e-05
UMGS363 sp900543105	320.192102741463	1.90935616962206	0.409341203503736	4.66446122031944	3.09426675198846e-06	5.6663340533987e-05
Streptococcus sp900546335	102.559214105967	-2.10248091966223	0.450833102789893	-4.6635460143708	3.10806648023566e-06	5.6663340533987e-05
Prevotella sp900316565	199.745759960455	-2.83491214883882	0.607974077832515	-4.66288325802566	3.11809653792338e-06	5.6663340533987e-05
Veillonella sp900550175	151.398964306818	-2.41154268514071	0.517474452058553	-4.66021593055929	3.15877830719978e-06	5.70746114706612e-05
Phascolarctobacterium_A sp900544885	110.60813560492	-2.33962774176648	0.502916043326208	-4.65212389386616	3.28533583312637e-06	5.90240449110544e-05
Enterocloster sp900770345	507.347022317477	-0.975726542308137	0.210197502536012	-4.64195116752622	3.45134439267655e-06	6.15921421772639e-05
Streptococcus gordonii	529.873518306965	-1.84097852087963	0.396676943671522	-4.64100208053458	3.46723634014958e-06	6.15921421772639e-05
Collinsella stercoris	28.8267729361597	-2.39615668765467	0.516600532615905	-4.63831633219825	3.5125888717261e-06	6.20491955999885e-05
UBA5446 sp900759385	276.666364324646	-2.01539458898972	0.434832478669102	-4.63487593005535	3.57151625179587e-06	6.27396354898808e-05
CAG-83 sp003487665	1889.46899271929	1.86168498569963	0.401809526743165	4.6332524785795	3.59965085789492e-06	6.28845083572582e-05
Porphyromonas gingivalis	37.4627632134824	-2.49092465737888	0.541074305379043	-4.60366465865329	4.15120700993898e-06	7.21215195902585e-05
UBA945 sp900549675	331.015197129814	-1.23656631789116	0.268863210726231	-4.59923957075068	4.24035921032464e-06	7.32385689304468e-05
Porphyromonas pasteri	50.2289571628397	-3.76138459347726	0.818014646847773	-4.59818734049787	4.26182690803359e-06	7.32385689304468e-05
Akkermansia sp004167605	341.235234094359	3.22954021194563	0.703163780639579	4.59287053865051	4.37190298670662e-06	7.44414131866586e-05
CAG-238 sp900551415	1438.88185188195	1.62152456141663	0.353078200533863	4.59253660793797	4.37890665803874e-06	7.44414131866586e-05
Ligilactobacillus salivarius	40.5765476272018	-3.29967332220513	0.719247643290046	-4.5876734571023	4.48212983646277e-06	7.57887408710978e-05
Muricomes oroticus	217.565684210082	-0.988294365401195	0.215586345315556	-4.58421596207597	4.55693067452119e-06	7.66436957065745e-05
UMGS902 sp900761025	316.41631544373	2.24323265626345	0.490611852618504	4.57231647439992	4.82361656646056e-06	8.00297987229796e-05
Enorma massiliensis	571.096114361242	-1.73021376219361	0.378430216057205	-4.57208142684903	4.82903198509702e-06	8.00297987229796e-05
CAG-1000 sp000434555	88.723156290258	5.31653203776735	1.16288213937898	4.57185802217804	4.83418455284285e-06	8.00297987229796e-05
CAG-462 sp900291465	1073.77354640309	1.35835820287708	0.297393528086456	4.56754459862416	4.93470704472749e-06	8.12684566428559e-05
Streptococcus mitis	126.549132263335	-1.58341066218813	0.346960648558237	-4.56366065940862	5.02693081374631e-06	8.23583172697712e-05
Oribacterium sinus	133.286578876795	-1.18171431646875	0.259210011810291	-4.55890691958927	5.14205536401353e-06	8.38102013454165e-05
TF01-11 sp003524945	1494.3106575319	1.03905316697033	0.228258294302318	4.55209380297108	5.31146426184061e-06	8.61274358766154e-05
UMGS1537 sp900552695	424.905757987799	1.22846815875946	0.269976469514133	4.55027862602354	5.35749258311375e-06	8.64305691214576e-05
Veillonella rogosae	1082.40728451896	-2.35137819753194	0.518060101129004	-4.53881353226702	5.65716334231897e-06	9.06699553789785e-05
Paramuribaculum sp000431155	299.887049914215	-1.7270995400082	0.380581696125862	-4.53805203347728	5.67762528938575e-06	9.06699553789785e-05
RC9 sp900769145	266.593330174052	2.45525049944959	0.541739375486477	4.53216179319585	5.83831044992087e-06	9.25763608083406e-05
Prevotella sp900769275	449.91331883074	-1.50684066372159	0.332522951373075	-4.53153882310813	5.85555729338018e-06	9.25763608083406e-05
V9D3004 sp900760345	575.49583649914	1.40610065077196	0.310473029767556	4.5288978943668	5.9292140840881e-06	9.32745021586397e-05
HGM10836 sp900772095	1763.27380303274	-2.18841058365081	0.483781565185385	-4.52355100139505	6.08106575286706e-06	9.51897520325032e-05
CAG-269 sp000438255	1065.58434412946	-2.40328384571871	0.532806128887221	-4.51061599223349	6.46396440558953e-06	0.0001005937033324
Lacrimispora sp902363835	73.966523991281	-0.868201378296363	0.192515836241329	-4.50976602884776	6.48991634402581e-06	0.0001005937033324
Granulicatella sp001058355	270.823197205441	-1.61365514199364	0.358091117179144	-4.50626967433647	6.59772278753415e-06	0.000101765850996015
CAG-411 sp000437275	4529.24694348411	-0.962885337223319	0.214207733096933	-4.49510072910205	6.95370217492613e-06	0.000106403365483292
RUG14107 sp900772685	163.66845526841	-1.0572971191459	0.235259193450542	-4.49417981775142	6.98385964901741e-06	0.000106403365483292
