	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Alistipes_A sp900240235	113.955480551423	2.08758728707388	0.358637514419425	5.8208837702139	5.85372681424376e-09	6.37080601616862e-07
Eisenbergiella massiliensis	2791.42770102396	3.03192590652054	0.523346176889275	5.79334681403819	6.89974189472519e-09	7.11399703777192e-07
Megasphaera elsdenii	68.9274428967515	-6.09925977696943	1.07729337671387	-5.66165160652372	1.49922968435217e-08	1.42153262079033e-06
Enterocloster sp900547035	393.97981276738	2.9999412314874	0.530132046897281	5.65885659817255	1.52384813867263e-08	1.42153262079033e-06
Veillonella parvula_A	2997.80950550235	2.85878046630398	0.508881886915119	5.61776816941576	1.93439803768469e-08	1.72249352537469e-06
UBA1394 sp900066845	60.0460435963621	4.04004184127947	0.739797347978938	5.46101152202899	4.73429317643936e-08	4.03238275332379e-06
UC5-1-2E3 sp001304875	112.556131333361	4.20054812642372	0.784526454598742	5.35424663094651	8.5913611363871e-08	7.01269852757597e-06
CAG-145 sp900540145	163.535284691818	1.06327725394666	0.199747036839639	5.32311903480343	1.02002948481203e-07	7.99295104298705e-06
CAG-83 sp003487665	110.007069433395	3.55776697961953	0.669359676020352	5.31517972634993	1.06552105725095e-07	8.02829135059467e-06
Blautia sp900541955	1189.61316410714	2.9832234036641	0.562727152597174	5.30136743872324	1.14938491281431e-07	8.33942608964159e-06
UBA1394 sp900538575	128.859960261563	5.04951894375318	0.956510588011443	5.27910407583776	1.29817057826583e-07	9.08255772436703e-06
CAG-1031 sp900752535	350.464173956536	-1.68077857665087	0.32425547665183	-5.18350096660236	2.17759099486174e-07	1.47100026170143e-05
Phocaeicola mediterraneensis	433.815043227291	-1.19430413558785	0.23133425968019	-5.16267731912658	2.43442584767685e-07	1.56940726972304e-05
Bacteroides togonis	219.008697198717	1.14113714191125	0.221195964692602	5.15894195220557	2.4834928719456e-07	1.56940726972304e-05
Alistipes sp902363575	139.796382940012	2.40181200744294	0.47182881426837	5.09043096735678	3.57250617091918e-07	2.18704362150959e-05
Muricomes fissicatena_A	256.097750710956	1.63696925321614	0.321950147487967	5.08454264111595	3.685129743453e-07	2.18762702043165e-05
Enterocloster sp000155435	240.485837952468	1.81857024193683	0.358178062468388	5.07727980157169	3.82876832492041e-07	2.20604622015267e-05
CAG-81 sp000435795	1242.2090893573	2.28501864847826	0.459324056224204	4.9747419441992	6.53346165386822e-07	3.61455463033917e-05
CAG-170 sp002404795	556.692529233323	5.68499673010298	1.14350853868395	4.97153850433488	6.6423668551409e-07	3.61455463033917e-05
Bacteroides fragilis_A	7142.73227993901	1.91841431139415	0.39017531445994	4.91680083361888	8.79699694308262e-07	4.65765324635104e-05
OM05-12 sp900760755	396.751445476773	-0.918999325883457	0.189394985054324	-4.85228965075216	1.22044200453151e-06	6.29169970230851e-05
Eisenbergiella tayi	1744.7208940519	-2.117527121861	0.444463494569931	-4.76423181595589	1.8957446389429e-06	9.52247114792086e-05
Prevotella bivia	37.7038184699732	-3.29030827458941	0.693004398247238	-4.74788945483078	2.05550324673327e-06	9.82633957587725e-05
Dorea_A longicatena	1238.43172937898	-2.0946157541692	0.441177413335368	-4.74778556393806	2.05655907407334e-06	9.82633957587725e-05
Phocaeicola sp000432735	258.436949037753	-1.6574378925065	0.353719932230104	-4.68573507310381	2.78956913232555e-06	0.000129786758421247
Phocaeicola coprocola	1477.30682956507	-1.17393347445608	0.250763899478874	-4.68142933211556	2.84881603476959e-06	0.000129786758421247
Prevotella sp900547005	105.205195941747	1.53585637997746	0.329542179988499	4.66057601497646	3.15325676490273e-06	0.000139999131715628
Parabacteroides goldsteinii	416.693640258249	-1.51672428882016	0.32572018097344	-4.6565253779711	3.21590654783219e-06	0.000139999131715628
Prevotella brunnea	24.831778029824	-4.86775366783781	1.05236215895483	-4.62554988928174	3.73605861259717e-06	0.000159107365697345
Anaerostipes caccae	303.566552497025	2.16175442936601	0.474327537320479	4.55751407893788	5.17626216973737e-06	0.000211604583386548
Harryflintia acetispora	183.921638290481	-2.76683800006719	0.607431195089336	-4.55498173691963	5.23901298431172e-06	0.000211604583386548
Prevotella hominis	376.938248127652	-2.59549047889523	0.570082444659021	-4.552833547519	5.29281500048027e-06	0.000211604583386548
Enterocloster clostridioformis	4801.45041802185	2.04030320703579	0.448566011978487	4.54850156398752	5.4029241940048e-06	0.000211686569921108
Faecalibacterium prausnitzii_J	7550.81434479187	-2.19124278097772	0.486340141760474	-4.5055766382881	6.61929432170376e-06	0.000251841668683833
Bacteroides sp900765785	5606.61027116234	0.984990614154697	0.218721781677528	4.50339516531058	6.68763647378168e-06	0.000251841668683833
Dysosmobacter sp900542115	369.132902180056	-3.95944949839874	0.87998845709968	-4.49943344876197	6.81348057184438e-06	0.000251841668683833
Prevotella sp900553965	41.1601404452071	1.44931294625327	0.323871570541542	4.47496192342505	7.64249311015171e-06	0.000277252666718282
Dysosmobacter sp001916835	209.337896321035	2.50543557756438	0.566726157568559	4.42089277882199	9.82939410617626e-06	0.000350105146436351
Enterocloster sp001517625	1260.28284477431	1.96864014072458	0.446839324259843	4.40570029055856	1.05442670713309e-05	0.000367175928861572
CAG-217 sp000436335	1080.75684828029	-3.77925975004313	0.85836558528542	-4.40285563031569	1.06835262609033e-05	0.000367175928861572
Coprococcus eutactus	600.21914463626	1.77850528678375	0.406307651996823	4.3772379822117	1.20192717056228e-05	0.000405961263298536
Bacteroides stercoris	12326.4264121212	1.83363320456335	0.42098130946536	4.3556166588299	1.3269282307116e-05	0.000440585153214242
Paraprevotella sp003477995	530.420553377854	1.17094704782567	0.269528722256037	4.34442399320001	1.39641580533061e-05	0.000455929760440443
Blautia sp001304935	415.882492050982	1.7468538742728	0.402788943790007	4.33689628577173	1.44508769020781e-05	0.000464086358215918
CAG-45 sp000438375	1562.57852203936	2.21816900593902	0.512752690567517	4.32600168998419	1.51840257458385e-05	0.000478550151789557
SFFH01 sp900542445	42.6737977104233	6.39201762937914	1.47966551424614	4.31990714647137	1.56094866209852e-05	0.000478550151789557
Phocaeicola massiliensis	6446.47261947417	-1.30307706467674	0.301668978369983	-4.31955937835471	1.56341039890412e-05	0.000478550151789557
Parabacteroides sp900541965	132.650008972265	-0.985010290762023	0.231491075524445	-4.25506809940933	2.0898539953907e-05	0.000623941210030073
UBA11524 sp000437595	175.283340212626	3.754290204946	0.882581421503847	4.25376074487156	2.10209902307222e-05	0.000623941210030073
Anaeroglobus geminatus	132.403234051079	4.4252601362921	1.04319865337153	4.24201097460206	2.21525856591683e-05	0.000647715153825532
CAG-127 sp900767585	169.387532506643	-2.44978241699793	0.579166655049737	-4.22984022929903	2.33857343242757e-05	0.000658592222276201
Eggerthella lenta	3292.5775743544	1.5862940108803	0.375144775314743	4.22848488173509	2.35270322293446e-05	0.000658592222276201
Butyricimonas virosa	70.8479220629192	-2.15033122754857	0.508541730107011	-4.22842630258893	2.35331575085932e-05	0.000658592222276201
Bacteroides thetaiotaomicron	27880.71191139	1.81008052893818	0.428631190022375	4.22293237420191	2.4114419171383e-05	0.000665354185306186
Prevotella sp000436035	98.902540075233	-3.40663448935983	0.812104682503462	-4.19482187796067	2.7308610275476e-05	0.000743021771245242
Lactonifactor sp009677585	71.5918417804357	1.59838650236122	0.383282985854303	4.17025164526561	3.0426347641924e-05	0.000816509794938756
Turicibacter sp001543345	111.626237025431	2.09077492703849	0.503120258738554	4.15561665570887	3.24411366720157e-05	0.000858813334330794
