	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CI_5	CI_95
Acidaminococcus sp000437815	11.6549847339682	-1.75454698606467	0.961465493711372	-1.8248673483766	0.0680210495746075	0.323449224675464	-3.63898472611698	0.129890753987642
Acidaminococcus sp900538365	45.5536945058293	-0.752525155533249	0.896515692171235	-0.839388715785598	0.401251214001674	0.723287167817639	-2.50966362376387	1.00461331269737
Acidaminococcus sp900554515	11.0036247303528	-1.26647058016261	1.4505256799351	-0.873111450339351	0.382602333338181	0.707293928693951	-4.10944867148589	1.57650751116067
Acidaminococcus sp900770265	29.4951877794805	0.304931887594175	0.837534002172407	0.364082994604683	0.715796034996542	0.904131794099703	-1.33660459249143	1.94646836767978
Acidaminococcus timonensis	15.8500522161603	-1.29162467226481	1.0882140865153	-1.1869214782919	0.235258594437046	0.581164551079544	-3.42448508930396	0.84123574477433
Acidovorax sp000302535	21.9484217098457	-0.554705552750043	0.794977575092818	-0.697762515735464	0.485325724648919	0.774976356070687	-2.11283296844895	1.00342186294887
Acidovorax temperans	9.17294889781952	-0.678786681637022	0.959248741487512	-0.707623218336908	0.479179270295986	0.774039871327597	-2.55887966716792	1.20130630389387
Acinetobacter baumannii	6.37018528047227	-3.89971251733055	1.88689218110177	-2.0667383946938	0.0387588112184857	NA	-7.59795323500024	-0.201471799660856
Acinetobacter courvalinii	0.447189923976727	2.27771438827767	2.92413224356103	0.778936860086688	0.436016909434583	NA	-3.45347949513426	8.00890827168961
Acinetobacter johnsonii	32.1920967041095	-1.04633222471994	0.955019341421018	-1.09561364816241	0.273247886403824	0.620895508417566	-2.9181357384443	0.825471289004417
Acinetobacter junii	5.45680935708642	-1.52679476361607	1.78084961507728	-0.857340648356664	0.391256650052404	NA	-5.01719587104956	1.96360634381742
Acinetobacter mesopotamicus	10.8292719128841	-1.02742414140377	1.38602761050518	-0.741272492421198	0.458528236826989	0.765459445506398	-3.74398833957203	1.68914005676449
Acinetobacter nosocomialis	2.20411314627255	1.34742772975313	2.8334569814578	0.47554197525169	0.634400722165042	NA	-4.20604590564772	6.90090136515399
Acinetobacter pittii	19.3896227625406	0.0254763707252796	1.20625080918209	0.0211202931690086	0.983149696896881	0.994113349673095	-2.33873177159391	2.38968451304447
Acinetobacter radioresistens	0.946678868857253	-3.18773939186978	2.91640609069818	-1.09303687234676	0.274377610847647	NA	-8.90379029393147	2.52831151019191
Acinetobacter sp900766635	0	0	0	0	1	NA	0	0
Acinetobacter sp900771065	0.840534272512276	-3.02296093782998	2.91722967369149	-1.03624372297183	0.300088453521068	NA	-8.74062603289685	2.69470415723688
Acinetobacter ursingii	12.4256849138586	-1.54855257900839	1.59009891409303	-0.973871854941593	0.330120169916638	0.668699937919247	-4.66508918248697	1.56798402447019
Acinetobacter variabilis	9.66776943596457	0.138298065069188	1.44731667631478	0.0955548065827094	0.923874160006245	0.978520954430409	-2.69839049473199	2.97498662487036
Actinobaculum massiliense	8.68801600802384	-1.46601679356521	1.28567553285918	-1.14026965287654	0.254173976802745	0.60036287362426	-3.98589453377355	1.05386094664313
Actinomyces graevenitzii	63.19680263994	0.406250044696963	0.541901434940627	0.74967515954534	0.453450371825298	0.762432243518153	-0.65585725095724	1.46835734035117
Actinomyces oris	114.154196681483	0.0126431582793531	0.464990171536778	0.0271901624018586	0.978308062072876	0.993898557705642	-0.898720831097833	0.924007147656539
Actinomyces sp000220835	51.7611541683451	-0.611930330012494	0.675134837198183	-0.906382394000006	0.364733488270652	0.694039917813001	-1.93517029562925	0.711309635604258
Actinomyces sp900323545	28.6341691499515	-1.27321122737674	0.643511644185051	-1.97853642413751	0.0478682237229936	0.26781292454686	-2.5344708736116	-0.0119515811418891
Actinomyces urogenitalis	4.58281894661946	-0.824916078484855	1.50627808907217	-0.54765191399218	0.583930935831034	NA	-3.77716688376811	2.1273347267984
Acutalibacter sp000432995	115.023685081725	0.441590915923129	0.43754118824325	1.00925564904218	0.312852044273778	0.654956110428372	-0.415974054786502	1.29915588663276
Acutalibacter sp000435395	111.880122382191	0.777936965803047	0.427242264291874	1.82083335573653	0.0686321922317603	0.324305963292933	-0.0594424848823694	1.61531641648846
Acutalibacter sp900543305	96.8758553846101	0.23872035702734	0.261083378135395	0.914345289739362	0.360535439861943	0.691720637040308	-0.272993661080087	0.750434375134766
Acutalibacter sp900543555	194.137693809018	0.251499195386354	0.293004778396855	0.858345030283826	0.39070197131134	0.714741048947113	-0.322779617569621	0.82577800834233
Acutalibacter sp900548545	194.704370841563	0.909359840194175	0.297745580534447	3.05415058910998	0.00225698757418414	0.0379526960798563	0.325789225790688	1.49293045459766
Acutalibacter sp900755895	2790.83126249995	-0.338065406363899	0.200442757335161	-1.68659327410178	0.0916815861428948	0.377694302421867	-0.730925991702717	0.0547951789749189
Acutalibacter sp900759575	335.760592907931	-0.449944191545804	0.279630916536513	-1.60906453806603	0.107602230387894	0.406952052875465	-0.998010716921295	0.0981223338296867
Acutalibacter timonensis	369.721172275942	-1.68322691378915	0.408653470950562	-4.11895905318954	3.80587761889242e-05	0.00194986536293003	-2.48417299900954	-0.882280828568762
Adlercreutzia celatus_A	1116.36692198184	-2.6423957058909	0.682525507610506	-3.87149736739045	0.000108168825821069	0.00446011185919749	-3.98012111933741	-1.30467029244439
Aeromicrobium massiliense	14.4152051231186	-2.9357499256841	1.12371944497959	-2.61252925612355	0.0089874999655523	0.098372272350227	-5.13819956657143	-0.733300284796766
Aeromonas caviae	30.0394433076677	-0.197986377862037	0.910268930710791	-0.217503169868093	0.827816236930406	0.952894749182719	-1.98208069830097	1.5861079425769
Aeromonas dhakensis	12.304894073581	-1.30963325185216	1.26264718020693	-1.03721235225626	0.299636902621185	0.643759512412397	-3.7843762502388	1.16510974653447
Aeromonas hydrophila	29.6146697960595	0.500831016078126	1.08954941256012	0.459668015332429	0.645754530840318	0.871209935786187	-1.63464659191649	2.63630862407274
Aeromonas rivipollensis	10.1078384032904	-0.00424362343063401	1.31642172999205	-0.00322360481747718	0.997427939940655	0.998755189361733	-2.58438280268096	2.57589555581969
Aeromonas veronii	19.0157851414328	-2.00669831888389	1.28813251104309	-1.5578353171592	0.119272291621801	0.423524096823628	-4.53139164784348	0.517995010075705
Aeromonas veronii_A	10.7422930667402	-1.67207111551011	1.81880444683904	-0.919324294822376	0.357925973991448	0.691056562998241	-5.23686232623593	1.89272009521572
Afipia broomeae	25.4939631699017	-3.23872878455748	1.51996801526542	-2.13078745870315	0.0331066560142253	0.222391668535018	-6.21781135213053	-0.25964621698443
Agathobacter faecis	183877.929339258	0.891900665142141	0.53966366059521	1.65269728215244	0.0983924878215966	0.392786987192315	-0.165820673389518	1.9496220036738
Agathobacter rectalis	235443.947037482	-0.113631537426066	0.568003435585717	-0.200054313595641	0.841438103483009	0.955705202741408	-1.22689781426909	0.999634739416955
Agathobacter sp000434275	9085.01606842242	0.209201725250093	0.270067464960387	0.774627648246256	0.438559715000677	0.751666604899584	-0.320120779468299	0.738524229968485
Agathobacter sp900543445	1078.62730417167	0.624615102032553	0.308585412562339	2.02412387820299	0.0429574073191395	0.255107355606225	0.0197988072559339	1.22943139680917
Agathobacter sp900546625	35143.2408107752	-0.0713307831225139	0.561843807553885	-0.126958386233834	0.898973334929636	0.975102608338092	-1.17252441086498	1.02986284461995
Agathobacter sp900547695	7234.0117581786	0.0874740829535263	0.316665803036604	0.276234699530896	0.782367807296524	0.935349143253408	-0.533179486133672	0.708127652040724
Agathobacter sp900548765	993.419443036587	-0.0734670388791212	0.31618566673547	-0.232354109019704	0.816262989247905	0.947532432563129	-0.693179558108426	0.546245480350184
Agathobacter sp900549895	937.876412550394	0.482992111936879	0.399079935854787	1.21026408131083	0.226177575715051	0.571933515479722	-0.299190189291058	1.26517441316482
Agathobacter sp900550545	2446.44808462974	0.54347826579021	0.381905435088209	1.42307025733918	0.154715789410609	0.477146030866735	-0.205042632482779	1.2919991640632
Agathobacter sp900552085	2412.33667388876	0.524545158652814	0.350865325181587	1.49500426803743	0.134913328264918	0.45271919518105	-0.16313824212703	1.21222855943266
Agathobaculum butyriciproducens	20428.1218108121	-0.190430394358863	0.312066002768477	-0.610224736656573	0.541712945611525	0.810813697758174	-0.802068520584455	0.421207731866728
Agathobaculum desmolans	219.802367218832	0.187635178735472	0.214807661591072	0.873503195117277	0.38238886546234	0.707293928693951	-0.233380101586296	0.60865045905724
Agathobaculum sp003481705	31278.7326938522	-0.503195831128578	0.491358819497633	-1.02409036158758	0.305792596478217	0.64838928684449	-1.46624142083006	0.459849758572901
Agathobaculum sp900291975	4143.14162930697	-0.430514959667356	0.339426962191707	-1.26835816721066	0.204670073482472	0.549070339734617	-1.09577958094494	0.234749661610229
Agathobaculum sp900544475	2354.80084855562	-0.54291402114076	0.367735576562884	-1.47637067431772	0.139844410810121	0.459610554898206	-1.26366250703808	0.177834464756565
Agathobaculum sp900555465	1723.25902673563	-0.424890207812067	0.358944605923043	-1.18372083268793	0.236523589526212	0.581647062478675	-1.12840870786615	0.27862829224202
Agathobaculum sp900557315	529.169898144168	-0.335848052784105	0.225045120239067	-1.49235874311486	0.135605124579606	0.45453388082919	-0.776928383349162	0.105232277780952
Aggregatibacter segnis	104.909756801659	-1.12278995570933	0.691745820825847	-1.62312502931911	0.104562680095129	0.402667489889555	-2.47858685098408	0.233006939565432
Akkermansia muciniphila	26786.1564674828	-1.4108919289485	0.780540512407084	-1.80758321512038	0.0706713925342334	0.329799831826422	-2.94072322174083	0.118939363843819
Akkermansia muciniphila_A	3700.29232200121	-1.12124361480538	0.7184833406034	-1.56057009458804	0.118625219417414	0.422564152363956	-2.52944508588007	0.286957856269306
Akkermansia muciniphila_B	2315.1800049237	0.203387552331583	0.767639016145661	0.264952077804484	0.791046379151434	0.940315582851855	-1.30115727244167	1.70793237710484
Akkermansia muciniphila_C	261.34540872161	-0.266807097863447	0.823055776532303	-0.324166484788623	0.745811994445034	0.915535931190682	-1.87996677713441	1.34635258140751
Akkermansia sp001580195	208.2824099012	0.205050200214565	0.881033965403167	0.232738132996646	0.815964756330591	0.947532432563129	-1.52174464113215	1.93184504156128
Akkermansia sp004167605	303.193877716092	0.320504092756173	0.877913202867616	0.365074920515238	0.715055481317597	0.903575566232564	-1.40017416641656	2.04118235192891
Akkermansia sp900545155	84.4074552691935	0.493974546457833	0.694598243328822	0.711165844719803	0.476981471186074	0.772783461468533	-0.867412994191447	1.85536208710711
Akkermansia sp900548895	5.15637379276748	-1.2128873461681	2.01827858395085	-0.600951402751265	0.547872354927757	NA	-5.16864068148026	2.74286598914406
Akkermansia sp900766865	23.8768764049043	1.23682310391922	1.34684855196172	0.918308968085354	0.358457133509948	0.691195369548331	-1.40295155055567	3.87659775839412
Aliarcobacter butzleri	3.47756488004448	0.806672939426658	1.64742497444799	0.489656859607191	0.624376733876026	NA	-2.42222067772321	4.03556655657653
Alistipes communis	56411.8548204492	-0.403376223237163	0.622948828076195	-0.647527060100392	0.517290886964218	0.79563797930109	-1.62433349047794	0.817581044003613
Alistipes dispar	1712.14745506742	-0.632413805592239	0.447335738152844	-1.41373414117018	0.157439977025846	0.479710906510618	-1.50917574136945	0.244348130184975
Alistipes finegoldii	64421.3525958055	0.0135708724375609	0.506790341026804	0.026778080280822	0.978636736350019	0.993898557705642	-0.979719943687746	1.00686168856287
Alistipes onderdonkii	199774.122434664	-0.592378852028654	0.650334302414303	-0.91088360221736	0.362356706463015	0.692334745785238	-1.86701066267167	0.682252958614359
Alistipes provencensis	1170.78129269248	-0.477859051573942	0.368057667848046	-1.29832657574527	0.194175137931965	0.538183393347342	-1.19923882478992	0.243520721642033
Alistipes putredinis	469154.151708657	0.120116734852354	0.481593492002943	0.249415195277639	0.80303963235116	0.944198942725388	-0.823789164662293	1.064022634367
Alistipes senegalensis	19939.4644017341	0.331788410800365	0.355616175061776	0.932995836712796	0.350822117928537	0.684888121524759	-0.365206484640605	1.02878330624134
Alistipes shahii	117584.610654105	-0.000661688636707803	0.506640976607475	-0.00130603063561606	0.99895793861615	0.999622139373209	-0.993659755879559	0.992336378606143
Alistipes sp000434235	2705.19915672279	0.298411231243567	0.326388143643487	0.914283306716929	0.360567999839283	0.691720637040308	-0.341297775278553	0.938120237765687
Alistipes sp001941065	4670.5024180179	-0.187458548908532	0.410378429566092	-0.456794352243949	0.647818865591296	0.871209935786187	-0.99178549089018	0.616868393073116
Alistipes sp002161445	1471.64279324419	-0.692919142467525	0.508739097711262	-1.36203241619302	0.173187655136445	0.506099115559834	-1.690029451509	0.304191166573951
Alistipes sp002358415	494.807247928636	0.280543188137656	0.492282595294682	0.569882402545072	0.568757461077987	0.825994447507703	-0.684312968855826	1.24539934513114
Alistipes sp900021155	1195.44226258474	-0.0271585422522914	0.447006745773089	-0.0607564483290319	0.951553175406465	0.986625924207186	-0.903275664813998	0.848958580309416
Alistipes sp900290115	800.023126349092	0.79561318214051	0.448042025528282	1.77575570327897	0.07577319175146	0.337392466230613	-0.0825330514552981	1.67375941573632
Alistipes sp900541585	6372.40518297966	0.040306158118506	0.414348679368481	0.0972759420397757	0.922507260849384	0.978520954430409	-0.771802330485452	0.852414646722464
Alistipes sp900542505	593.792980118845	0.19619148250697	0.385558996690278	0.508849447662019	0.610857756433279	0.851635871636947	-0.559490264921372	0.951873229935312
Alistipes sp900544265	745.641651313894	-0.149014528990391	0.437578997304636	-0.34054314742773	0.733447535331785	0.914152000558456	-1.00665360409863	0.708624546117845
Alistipes sp900546065	868.495507736875	1.03962698397494	0.39358983757207	2.64139691814216	0.00825649278610267	0.0945463299637421	0.268205077652712	1.81104889029717
Alistipes sp900548155	37.9522022809323	-0.0208721723928857	0.545682545491867	-0.0382496610260311	0.969488626068701	0.991223085756382	-1.09039030854908	1.04864596376331
Alistipes sp900549305	2286.8422214156	-0.696708405422524	0.355286634463694	-1.96097555562203	0.0498818744742195	0.275157194781491	-1.39305741315981	-0.00035939768523674
Alistipes sp900550375	378.127480604578	-0.893069732499374	0.473226078702077	-1.88719466803015	0.0591341472102686	0.303743657172199	-1.82057580330056	0.0344363383018135
Alistipes sp900550925	429.322298256373	0.854999985887124	0.405310740537589	2.10949254577632	0.0349020887685068	0.226412256881908	0.0606055318861921	1.64939443988806
Alistipes sp900552955	546.037049225583	-0.228529471901296	0.261831544369847	-0.872811075729248	0.38276606164022	0.707293928693951	-0.741709868882697	0.284650925080105
Alistipes sp900553175	420.610567494554	-0.658798920391966	0.50214548044309	-1.31196823639764	0.189530852059152	0.531083360170303	-1.64298597705998	0.325388136276053
Alistipes sp900760675	207.489553824749	-0.948362741033436	0.484781208792028	-1.95626959922096	0.0504334034453173	0.276158068775351	-1.8985164506476	0.00179096858073169
Alistipes sp900761235	377.319263390926	0.257621018938261	0.367882305512997	0.70028108195913	0.483751783821839	0.774039871327597	-0.463415050416774	0.978657088293296
Alistipes sp900766655	12.182012058393	-1.41268713451574	1.74606028481739	-0.809071225546765	0.418474178288632	0.735758565998169	-4.83490240759357	2.00952813856209
Alistipes sp900768015	88.8172731572232	-1.01656084828226	0.87011016987724	-1.16831279931562	0.242680614371627	0.587410265804036	-2.72194544382368	0.688823747259153
Alistipes sp900768045	282.348264395049	-0.878535022826197	0.483692377261134	-1.81630942335876	0.0693229205365092	0.32634699356196	-1.82655466185458	0.0694846162021859
Alistipes sp900769405	11.6889793404584	0.0611596968281625	0.871282147288869	0.0701950533687285	0.944038411455334	0.983918150443406	-1.64652193223074	1.76884132588707
Alistipes sp900769445	147.994729510004	-0.263884998470991	0.348963999166235	-0.75619547890751	0.44953200304641	0.759367211328167	-0.947841868737876	0.420071871795894
Alistipes sp900769525	6.817145842527	-1.11702400724867	1.45604871450463	-0.767161150668436	0.442985707918388	0.7535523152995	-3.9708270474136	1.73677903291625
Alistipes sp900769745	14.7599326840547	0.787247938657642	0.789852814515897	0.996702074348053	0.318909142526447	0.659510357217996	-0.760835130881111	2.33533100819639
Alistipes sp900770585	14.0747688321832	-0.0513424595945442	0.995978534296117	-0.0515497652073688	0.958887447634623	0.987450658703199	-2.00342451618992	1.90073959700084
Alistipes sp900770635	481.878845879997	-0.078286795043309	0.458175785142336	-0.170866286656744	0.864328906127236	0.965354362687562	-0.97629483251065	0.819721242424032
Alistipes sp902363575	3638.97071081435	-0.364615770560669	0.314533953444921	-1.15922547174074	0.246364291360247	0.589987362543346	-0.981090991227712	0.251859450106374
Alistipes sp902388705	3398.75311197616	-1.69839653409583	0.551001167003871	-3.08238282566814	0.00205350558111419	0.0353821588096242	-2.77833897686296	-0.618454091328706
Alistipes timonensis	3399.84940212397	-0.845404069656714	0.440008244644415	-1.92133688390297	0.0546892500159108	0.289814511527978	-1.70780438206046	0.0169962427470283
Alistipes_A ihumii	7593.13279738219	-1.38178072612295	0.601987539677177	-2.29536433073673	0.0217122537240634	0.17335247668284	-2.5616546230321	-0.201906829213808
Alistipes_A indistinctus	8759.66018394936	0.304463815464083	0.662909968949972	0.459283808850157	0.646030373245778	0.871209935786187	-0.994815848670428	1.60374347959859
Alistipes_A sp900240235	7106.8277212023	-0.280457752088899	0.505782920385907	-0.554502219796019	0.579235186916213	0.83221857404191	-1.27177406004077	0.710858555862968
Alistipes_A sp900539755	489.627786489736	-0.324132711567722	0.553848108016571	-0.585237553177711	0.558387997422519	0.817484373658454	-1.40965505618585	0.761389633050405
Alistipes_A sp900545315	467.422261406384	0.132056571500989	0.658855600359568	0.200433253400169	0.841141754658826	0.955705202741408	-1.15927667621628	1.42338981921826
Alistipes_A sp900546005	667.681165593509	-0.402117951675572	0.424930368661955	-0.946314929059517	0.343987981043332	0.679474262934397	-1.23496617019033	0.430730266839187
Alistipes_A sp900549685	2611.49785106812	-0.651427022851745	0.439071170845859	-1.48364790518309	0.13790235338512	0.45764728080398	-1.51199070435946	0.209136658655972
Alkalihalobacillus alcalophilus	66.5686565990983	-3.86845286162075	1.26789058753109	-3.05109360355267	0.00228009480642008	0.0381282520406913	-6.35347274951902	-1.38343297372248
Allisonella histaminiformans	1983.33617314232	0.193418098565428	0.728512959548044	0.265497128129911	0.790626521922881	0.940255168308128	-1.23444106441942	1.62127726155028
Allisonella pneumosintes	562.094116507546	-2.61903975706021	0.685619567417925	-3.81996063345105	0.000133472975092205	0.0051606567823642	-3.96282941629527	-1.27525009782514
Alloprevotella tannerae	438.833750229389	0.542924969345505	0.448308172176052	1.21105302789862	0.225875082086688	0.571811603936864	-0.335742902094539	1.42159284078555
Alloscardovia omnicolens	27.5322537912505	-1.8063048078439	1.15964141759332	-1.5576408193428	0.119318416646657	0.423524096823628	-4.07916022130777	0.466550605619973
Alterileibacterium massiliense	68.3188214804247	-0.758879799598645	0.652280521530022	-1.16342551180063	0.244656903700545	0.588496829589595	-2.03732612961449	0.519566530417201
Amedibacillus dolichus	871.690457068465	-0.68473618596912	0.268006972048834	-2.55491930204096	0.0106212418925455	0.108940244558374	-1.21002019879047	-0.159452173147771
Amedibacterium intestinale	240.014212475947	0.087231364150551	0.316171738769145	0.275898676112363	0.782625890774464	0.935349143253408	-0.532453856766379	0.706916585067481
Amulumruptor caecigallinarius	1556.58819941542	-0.68866221105619	0.431061360165043	-1.59759671057623	0.110132758987755	0.410271787813296	-1.53352695210652	0.156202529994143
Amulumruptor sp001689515	104.962431867981	-0.205279736793614	0.673347960661376	-0.304864273431502	0.760469526908805	0.922989224191735	-1.5250174887534	1.11445801516618
Amulumruptor sp900539915	18.9391370673779	-2.19294270284585	1.28389701761766	-1.70803629321841	0.0876296084277847	0.366340446343933	-4.70933461723486	0.323449211543158
Amulumruptor sp900547825	26.1819855834684	1.731448566669	0.859394990784385	2.0147296472937	0.0439329840233045	0.257028317502383	0.0470653362374733	3.41583179710052
An172 sp002160515	245.95726113398	1.76839025210237	0.438521171991498	4.0326222883867	5.51578956535589e-05	0.00263532168122559	0.90890454854074	2.627875955664
An181 sp002160325	113.724486039019	1.30766290438495	0.51224978612152	2.55278370008873	0.0106865838773823	0.108940244558374	0.303671772498429	2.31165403627148
An23 sp900544635	4.32825816384155	-1.2003647676877	1.33541207698747	-0.89887218213241	0.368720746675511	NA	-3.81772434310298	1.41699480772757
An23 sp900545755	31.1056418857723	-0.307220280907037	0.7079268117283	-0.433971811516792	0.664308910845113	0.880092351075612	-1.69473133558477	1.0802907737707
An92 sp900199495	959.240297254556	0.96247252164241	0.461491596496241	2.08556890082017	0.0370176908567619	0.23556712363394	0.0579656133418868	1.86697942994293
Anaerobiospirillum sp900543125	8.98357226969003	1.43205401610835	1.4724727876375	0.972550411886386	0.330776798364731	0.669166964558947	-1.45393961587645	4.31804764809315
Anaerobiospirillum succiniciproducens	8.46279622503476	-5.28829073051623	1.95564556979082	-2.70411510766845	0.0068486560158743	0.08414063105217	-9.12128561383154	-1.45529584720091
Anaerobutyricum hallii	3812.93091822668	-0.0678501141253592	0.348930721798164	-0.194451534034331	0.84582234157353	0.957465604781586	-0.751741761949325	0.616041533698606
Anaerobutyricum soehngenii	2233.21041620967	-0.615877244869416	0.350905198248044	-1.75511006375594	0.079240483255298	0.346173954424451	-1.30363879542347	0.0718843056846382
Anaerobutyricum sp002161065	240.951870842063	-0.457633665045246	0.328332981718696	-1.39380960953027	0.16337510553425	0.491442760708493	-1.10115448415054	0.185887154060047
Anaerobutyricum sp900754855	139.586399222335	-0.180168350250661	0.259832529143357	-0.693401826340445	0.488057416445704	0.776454980709075	-0.689430749383594	0.329094048882273
Anaerococcus hydrogenalis	4.81035958361534	-0.128326976083754	1.90651428149189	-0.0673097376345562	0.946335124960032	NA	-3.86502630381912	3.60837235165161
Anaerococcus jeddahensis	15.8045148926119	0.395963515719028	0.843682560005573	0.469327605534969	0.638835486107944	0.869806633655521	-1.25762391627645	2.0495509477145
Anaerococcus lactolyticus	171.145440705963	-0.476295208754642	0.557737252240733	-0.853977758955684	0.393117312780978	0.717485628739352	-1.56944013598281	0.616849718473525
Anaerococcus nagyae	6.16695045611415	-0.531173862204214	1.31401639786357	-0.404236859652467	0.686038551137249	NA	-3.10659867711186	2.04425095270343
Anaerococcus obesiensis	52.5100980547745	-0.114583202356011	0.559633301553732	-0.204746933461409	0.837769849501576	0.955705202741408	-1.21144431795057	0.982277913238548
Anaerococcus octavius	8.65563041099036	-1.4244994538223	1.47605542522069	-0.965071791670234	0.334508854560468	0.671247768151339	-4.31751492643981	1.46851601879521
Anaerococcus prevotii	1.37801388039745	0.378832771081023	2.90512143038835	0.130401699260599	0.896248622255406	NA	-5.31510060319562	6.07276614535767
Anaerococcus prevotii_A	2.05147492143416	-1.00375276513278	2.5754203158572	-0.389743281495661	0.696726388305427	NA	-6.05148382926567	4.04397829900011
Anaerococcus rubeinfantis	39.3430741149853	0.169991643207841	0.432221179377517	0.393297809821959	0.694099535682399	0.892921348770148	-0.677146301727518	1.0171295881432
