	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CI_5	CI_95
Agathobacter sp900552085	1014.95738249343	0.104168894042247	0.251937757551516	0.413470751881828	0.679261747002703	0.79888713416339	-0.389620037104508	0.597957825189002
Agathobaculum butyriciproducens	12331.1172215916	0.547658918420472	0.255870887099243	2.14037214092299	0.0323247041084541	0.0988937129935208	0.046161195013642	1.0491566418273
Agathobaculum desmolans	148.627280425684	-0.529000564867568	0.19435214482744	-2.72186635932036	0.00649143878017766	0.0299644814093001	-0.909923769047463	-0.148077360687672
Agathobaculum sp003481705	4628.06751361243	1.04610944366423	0.286684479874873	3.64899224443826	0.00026327105103197	0.00259227638985404	0.484218188182878	1.60800069914557
Agathobaculum sp900291975	876.040856041455	-1.59853390328481	0.250549159734541	-6.38012079137869	1.76948359628356e-10	1.4180444931328e-08	-2.08960123272128	-1.10746657384833
Agathobaculum sp900544475	645.442092450053	0.0594565149584083	0.266911209776886	0.222757654158132	0.823724126985182	0.890331240468328	-0.463679843274303	0.582592873191119
Agathobaculum sp900555465	515.563350277457	0.414711123197019	0.255619070958149	1.62237943218609	0.1047221303038	0.227331336287782	-0.086293049642542	0.915715296036579
Agathobaculum sp900557315	169.534510821652	-1.03981978910459	0.192930706054285	-5.38960236227	7.06137502462484e-08	2.64572298000554e-06	-1.41795702448287	-0.661682553726311
Aggregatibacter segnis	75.5182853705896	1.73702163625889	0.631676945536547	2.74985757915141	0.00596211720318343	0.0279532832268341	0.498957573142985	2.97508569937479
Akkermansia muciniphila	3495.756733415	-3.30231262725388	0.64210262521218	-5.14296702363216	2.70433105564603e-07	8.38924203821377e-06	-4.56081064704837	-2.04381460745939
Akkermansia muciniphila_A	476.059261681817	-2.33022261683736	0.595120669025124	-3.9155464397742	9.01996796344649e-05	0.00107531436258443	-3.49663769458199	-1.16380753909274
Akkermansia muciniphila_B	737.321299774984	-3.34747146128205	0.83081556597921	-4.02913907533337	5.59814936454657e-05	0.000743219059348053	-4.97584004839656	-1.71910287416754
Akkermansia muciniphila_C	129.000596946979	-1.58453225462034	0.925246173728966	-1.71255207490812	0.0867949765458891	0.199207245294264	-3.3979814319626	0.22891692272192
Akkermansia sp001580195	58.0492925806604	-2.91777888800778	1.03905304849592	-2.80811349548649	0.00498326608037276	0.0245755942596161	-4.95428544108634	-0.881272334929223
Akkermansia sp004167605	155.660997873134	-3.44159629996327	1.07532731685428	-3.20051043623738	0.00137184401255357	0.00897453509346267	-5.54919911258975	-1.33399348733679
Akkermansia sp900545155	68.4061953524563	-1.90228189757027	0.703868220949847	-2.70261085946345	0.00687972382020569	0.0314548387025252	-3.28183826049425	-0.522725534646292
Akkermansia sp900548895	0.904578584073343	-2.41719764061337	2.23762900295376	-1.08024951295437	0.280031085283408	NA	-6.802869897165	1.96847461593827
Akkermansia sp900766865	6.1376924175118	-0.710469238171455	1.13738675241418	-0.624650530405278	0.532200447704652	0.68547798513064	-2.93970630939622	1.51876783305331
Aliarcobacter butzleri	3.4598790744359	-1.48091626262798	1.50384980081227	-0.984750113893088	0.324746830131529	NA	-4.42840771037777	1.4665751851218
Alistipes communis	8381.44964941646	-1.54318977850105	0.369892215146552	-4.17199853176049	3.01939583155855e-05	0.000437736531359117	-2.26816519835003	-0.818214358652065
Alistipes dispar	449.010702422989	-0.308950569514724	0.364018928899628	-0.848721165266415	0.396036466075407	0.560905844196146	-1.02241455984884	0.404513420819392
Alistipes finegoldii	15529.3990967382	0.0915781443230604	0.351838807003101	0.260284375970651	0.794644423543705	0.873352061685177	-0.598013245766557	0.781169534412678
Alistipes onderdonkii	33305.6288587715	-1.62618960343691	0.432892622685313	-3.7565657583845	0.00017226102241535	0.00184064092469735	-2.47464355307321	-0.777735653800606
Alistipes provencensis	709.828401339181	-0.968666453551707	0.315199986255539	-3.07318050695088	0.00211790337110874	0.0125723276247916	-1.58644707454008	-0.350885832563331
Alistipes putredinis	114812.721665603	-0.726422055025536	0.391284174919861	-1.85650762690394	0.0633812369293454	0.159679328275027	-1.49332494558893	0.0404808355378613
Alistipes senegalensis	4882.0383511668	-0.847316944080326	0.258264023235718	-3.28081679153189	0.00103506954339863	0.00714396084379196	-1.35350512812475	-0.341128760035903
Alistipes shahii	25661.1497818116	-0.405541246272017	0.362520577334547	-1.11867097104882	0.263280533766706	0.425764764527437	-1.1160685215024	0.304986028958363
Alistipes sp000434235	897.173389620171	-0.125128784400903	0.251368460173638	-0.497790312732425	0.618631844559014	0.747697055531108	-0.617801913190525	0.367544344388718
Alistipes sp001941065	1551.96080137193	-1.18574555664574	0.35576330850507	-3.33296191118834	0.000859267049020019	0.0061820085696328	-1.88302882833649	-0.488462284954995
Alistipes sp002161445	228.630704321152	-0.294804239583865	0.387454487037062	-0.760874501256364	0.446732030022815	0.611045935793132	-1.05420107982495	0.464592600657218
Alistipes sp002358415	97.2410731401786	-0.843700767908907	0.409199917097365	-2.06183025131982	0.0392238998791147	0.113615412802456	-1.64571786789652	-0.041683667921297
Alistipes sp900021155	396.956099090694	-0.239456706405953	0.353705265742295	-0.676995028342094	0.498409108769331	0.658570756143471	-0.93270628840302	0.453792875591114
Alistipes sp900290115	163.73481963754	-0.29662970682407	0.425396066695569	-0.697302420138151	0.485613553823128	0.6480088356983	-1.13039067671238	0.537131263064243
Alistipes sp900541585	2212.15260701705	-0.366607720950825	0.307111233888749	-1.19372943903325	0.23258382087156	0.39308671093495	-0.968534678620429	0.235319236718778
Alistipes sp900542505	181.927880908515	-0.409112092042296	0.350841497744403	-1.16608809012765	0.243578831443309	0.404562422978668	-1.09674879190342	0.278524607818824
Alistipes sp900544265	178.950413306022	-0.201591878075774	0.380415133517397	-0.529926021112289	0.596163223980131	0.733396549593305	-0.947191838943868	0.544008082792319
Alistipes sp900546065	222.725986158268	0.184363113507377	0.315633684678382	0.58410468355187	0.559149883955977	0.703509557441341	-0.434267540769923	0.802993767784677
Alistipes sp900548155	11.5200949473544	-0.112801190562935	0.489476656431894	-0.230452645863062	0.817740056322853	0.888540164390283	-1.07215780844253	0.846555427316664
Alistipes sp900549305	1028.41427879847	-0.0431044634571534	0.288022032170579	-0.149656827056984	0.88103537148875	0.924837625533637	-0.607617273265525	0.521408346351219
Alistipes sp900550375	141.652600690721	-0.510526166790942	0.451645056566626	-1.13037031927666	0.2583202152855	0.419861307661221	-1.39573421145708	0.374681877875199
Alistipes sp900550925	234.884159414779	0.215144525897114	0.313977725970274	0.685222256554221	0.493203681373648	0.653402494906911	-0.400240508952409	0.830529560746637
Alistipes sp900552955	156.587518323451	-1.07437366330943	0.273557957065197	-3.9274078328249	8.58663093751632e-05	0.00103218459394727	-1.61053740684157	-0.538209919777292
Alistipes sp900553175	58.3377336352044	-0.201271821819043	0.37540939126673	-0.536139549252881	0.591862108539279	0.731670608844176	-0.93706070815994	0.534517064521854
Alistipes sp900760675	52.4758052332599	-0.609350361151195	0.321958914219793	-1.8926339176781	0.0584065699460973	0.150180886180473	-1.24037823752361	0.0216775152212194
Alistipes sp900761235	193.538962125698	-0.405971962605078	0.326447205906821	-1.24360679233676	0.213644315095573	0.374007189957965	-1.04579672903618	0.233852803826021
Alistipes sp900766655	0.277393961226012	0.115304192873089	2.90364339978649	0.0397101768356153	0.968324188136304	NA	-5.57573229465586	5.80634068040204
Alistipes sp900768015	12.7980607149356	0.863789327606585	0.804990472242705	1.07304292086845	0.283251859041462	0.449494836817721	-0.713963005887007	2.44154166110018
Alistipes sp900768045	109.648740563425	0.464842542657245	0.412133335693678	1.12789357811799	0.259364866314367	0.420456997595843	-0.342923952130719	1.27260903744521
Alistipes sp900769405	8.44015629118921	-1.60923603904241	0.852155784641589	-1.88842940228264	0.0589683272346056	0.151202104368542	-3.2794306861574	0.0609586080725728
Alistipes sp900769445	42.6739456155734	-0.22802633416964	0.28984744073728	-0.786711566573135	0.431450731557975	0.595567158155386	-0.796116879025816	0.340064210686537
Alistipes sp900769525	5.40722444247147	0.121228692697151	0.929183763828595	0.130467941236556	0.896196216502902	0.935085925152438	-1.69993801942627	1.94239540482057
Alistipes sp900769745	14.1188182989268	-0.21348831831569	0.781647879089695	-0.273125948431304	0.784756400810188	0.868455477855606	-1.74549000992361	1.31851337329223
Alistipes sp900770585	1.80278461388834	-0.0611107920169633	1.83479651360753	-0.0333065773581666	0.973430108698017	NA	-3.65724587764737	3.53502429361344
Alistipes sp900770635	134.57455833513	0.447681990768571	0.348629518787653	1.28411957864431	0.199100118544816	0.356478240819056	-0.235619310002759	1.1309832915399
Alistipes sp902363575	754.685988467274	-0.148873987332742	0.293381685936633	-0.507441310992046	0.61184520589904	0.741981260621577	-0.723891525492185	0.4261435508267
Alistipes sp902388705	734.675650668218	-0.441135670867876	0.380944747558596	-1.15800433972389	0.246862265431003	0.407668938619601	-1.18777365618243	0.305502314446676
Alistipes timonensis	830.104701512828	-0.573597053776368	0.329948110953801	-1.7384462427084	0.0821322145497767	0.191553305558695	-1.22028346801284	0.0730893604601072
Alistipes_A ihumii	1915.54215965516	-1.79064769757641	0.385399086629985	-4.64621676515694	3.38077763701423e-06	6.96681677341862e-05	-2.54601602704581	-1.035279368107
Alistipes_A indistinctus	5903.49427753848	-1.08057647224497	0.445088042443002	-2.42778140323405	0.015191496541717	0.057365795186981	-1.95293300538269	-0.20821993910725
Alistipes_A sp900240235	5214.76511988265	-0.626740501984559	0.339209978457689	-1.84764759820512	0.0646533391939152	0.1616992710533	-1.29157984295824	0.0380988389891186
Alistipes_A sp900539755	166.028242345929	-0.661728292157268	0.498587304207737	-1.327206462284	0.184440395290106	0.336353059678859	-1.63894145155335	0.315484867238813
Alistipes_A sp900545315	110.047959325268	-0.209716220448237	0.446137224660959	-0.470071110088628	0.638304213765061	0.767294856963417	-1.08412911294637	0.664696672049897
Alistipes_A sp900546005	206.875910581404	0.172991640845888	0.312855586292658	0.552944068846079	0.580301709833151	0.721314275255769	-0.440194040649884	0.78617732234166
Alistipes_A sp900549685	699.956227751128	-0.858965566908133	0.263851178610364	-3.2554926282008	0.00113195835007684	0.00766596206566126	-1.37610437426289	-0.341826759553374
Alkalihalobacillus alcalophilus	0.718686068759397	-1.64286862564629	2.90010834767968	-0.566485258028624	0.571063951611824	NA	-7.32697653836242	4.04123928706985
Allisonella histaminiformans	523.460946437073	-1.54412800185713	0.61753025607087	-2.50048963055166	0.0124021763705741	0.0494202746258375	-2.75446506311983	-0.333790940594422
Allisonella pneumosintes	34.7595811900701	-0.405733853947942	0.779900078773062	-0.520238252297964	0.602897527097682	0.736704517440412	-1.93430991988309	1.12284221198721
Alloprevotella tannerae	103.949421353625	0.985777952422904	0.313299929033038	3.14643528795358	0.00165273830362597	0.0104108078732771	0.371721375159195	1.59983452968661
Alloscardovia omnicolens	16.3240668038538	-1.27241252312287	1.15670166285289	-1.10003518105489	0.271316793650569	0.435829036571209	-3.53950612317213	0.994681076926383
Alterileibacterium massiliense	54.0395269057486	-0.0585193831419543	0.699545034008576	-0.0836534894781868	0.933331937482758	0.959951030173889	-1.42960245536261	1.3125636890787
Amedibacillus dolichus	272.394419777946	0.764261482491527	0.223866101996946	3.41392232086103	0.000640348300610521	0.00504755422749003	0.325491985218142	1.20303097976491
Amedibacterium intestinale	479.786720349412	0.995732395262497	0.314412505637544	3.16696180148248	0.00154040550935645	0.00983201304091452	0.379495207923915	1.61196958260108
Amulumruptor caecigallinarius	534.708179951151	-0.288780795178255	0.288535682120347	-1.0008495069175	0.316899570875346	0.484766366693731	-0.854300340388833	0.276738750032322
Amulumruptor sp001689515	67.1487188739884	-0.088564048881444	0.537245855382341	-0.164848268244742	0.869063411151989	0.915722403642618	-1.14154657627425	0.964418478511359
Amulumruptor sp900539915	14.4117244340193	0.338404955657599	0.790517759250687	0.428080143295408	0.668592772934874	0.790392764948831	-1.21098138161305	1.88779129292825
Amulumruptor sp900547825	26.5597120584444	-0.336010236620458	0.660650408869172	-0.508605204976113	0.61102897985177	0.741716556136982	-1.6308612443757	0.95884077113478
An172 sp002160515	259.067105948081	-0.496516198639995	0.435434643371966	-1.14027720623012	0.25417083093883	0.415222450316265	-1.34995241727009	0.356920019990101
An181 sp002160325	46.1853921270872	-0.260246580088865	0.36280777122327	-0.717312584599271	0.473181243855919	0.635534398754342	-0.971336744997721	0.450843584819992
An23 sp900544635	15.0444210092398	-3.67888674282803	1.49707648423662	-2.4573806225431	0.0139954316564091	0.0538357604383202	-6.61310273403366	-0.744670751622404
An23 sp900545755	8.32501871923141	-0.536615886816478	0.857693780053114	-0.625649735717155	0.531544708895744	0.68547798513064	-2.2176648054846	1.14443303185164
An92 sp900199495	109.121357719788	0.294694614094798	0.468577761751047	0.62891293217489	0.529406059158911	0.684290537936138	-0.623700922893643	1.21309015108324
Anaerobiospirillum sp900543125	1.41462599701936	0.675479079735957	2.03046464227875	0.332672170532298	0.739381758824271	NA	-3.30415849101239	4.65511665048431
Anaerobiospirillum succiniciproducens	2.0529774449327	-0.27410048410545	2.77923366442093	-0.0986244832935126	0.92143642993172	NA	-5.72129837099175	5.17309740278085
Anaerobutyricum hallii	12514.7023364149	0.266214043806436	0.288096248341455	0.924045506802004	0.355462623229776	0.522140251626252	-0.298444227023923	0.830872314636794
Anaerobutyricum soehngenii	5218.37491062437	-0.178704098276024	0.279543068268496	-0.639272150022987	0.522645902696279	0.679204247422868	-0.726598444210096	0.369190247658049
Anaerobutyricum sp002161065	109.546808083348	-0.287787936370478	0.229303557826489	-1.25505220720667	0.209459808449789	0.368695269907042	-0.737214651237294	0.161638778496339
Anaerobutyricum sp900754855	52.3914006403357	-0.0495302754318412	0.220851271882607	-0.2242698219921	0.822547356706212	0.890331240468328	-0.482390814261614	0.383330263397932
Anaerococcus hydrogenalis	2.53976619322684	0.349680671497247	1.3745454047232	0.254397323140928	0.79918861878111	NA	-2.34437881687526	3.04374015986976
Anaerococcus jeddahensis	10.9728610026449	-0.811544104858187	0.925839110026552	-0.876549819584651	0.380731205232195	0.544306009462281	-2.62615541598884	1.00306720627247
Anaerococcus lactolyticus	2.12797104484267	-1.08620466976671	1.50688089070079	-0.7208298124091	0.471014230622202	NA	-4.03963694453189	1.86722760499847
Anaerococcus nagyae	6.16427058005342	-0.317793661423848	1.08931659957623	-0.291736728832992	0.770487924633655	0.857914960466266	-2.4528149643549	1.8172276415072
Anaerococcus obesiensis	49.9219250313706	-0.982847678442442	0.543434380747048	-1.8085857525086	0.0705153835736022	0.17244168931202	-2.04795949266748	0.0822641357825981
Anaerococcus octavius	1.78971212618975	-1.81851890659187	1.89649981591685	-0.958881667864924	0.337618360965218	NA	-5.53559024247575	1.898552429292
Anaerococcus prevotii	0.232640168656724	-0.76058524718196	2.90379281173806	-0.261928207862293	0.793376791876785	NA	-6.45191457675486	4.93074408239094
Anaerococcus prevotii_A	1.24245712408157	0.21924975825189	2.33646324143377	0.0938383084158205	0.925237600217217	NA	-4.36013404616001	4.79863356266379
