	index	KEGG	pvalue	-log(pvalue)	pvalue_corrected
63	63	ko:K00091	3.2432400199444316e-11	24.151863186647642	4.579703065729323e-11
64	64	ko:K00094	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
65	65	ko:K00096	6.248503136831394e-38	85.66589159681665	1.6806224196385405e-37
66	66	ko:K00097	1.8155737096599268e-81	185.91299102127135	1.028097977734415e-80
67	67	ko:K00098	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
68	68	ko:K00099	4.381314447723521e-96	219.5708201458417	3.180605879289338e-95
69	69	ko:K00100	3.2338042083418644e-21	47.180627735191024	6.007737533205155e-21
70	70	ko:K00101	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
71	71	ko:K00102	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
72	72	ko:K00103	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
73	73	ko:K00104	6.20865424696918e-39	87.97487446171921	1.703556854956568e-38
74	74	ko:K00105	1.3886566672347909e-39	89.47248177336611	3.848167978357107e-39
75	75	ko:K00108	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
77	77	ko:K00111	4.791015796906451e-124	283.9538090761617	6.717289196257626e-123
78	78	ko:K00112	9.940608596027031e-23	50.662828893104376	1.8938466687766674e-22
79	79	ko:K00113	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
80	80	ko:K00116	1.3886566672347909e-39	89.47248177336611	3.848167978357107e-39
81	81	ko:K00117	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
82	82	ko:K00118	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
83	83	ko:K00121	2.701577072693154e-53	121.04317422519726	9.529397077945282e-53
84	84	ko:K00123	6.219210785235403e-171	391.91440788668376	3.0000487078149196e-169
85	85	ko:K00124	2.586443250706699e-58	132.5996517240074	1.0138923734536112e-57
86	86	ko:K00125	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
87	87	ko:K00126	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
88	88	ko:K00127	5.145921794709894e-47	106.58329485427302	1.6378733940876633e-46
89	89	ko:K00128	3.879373463411841e-94	215.08732507934627	2.710253273697189e-93
90	90	ko:K00129	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
91	91	ko:K00130	8.024264848832988e-66	149.88814608040923	3.580820883379441e-65
92	92	ko:K00131	3.338470349771119e-16	35.635848764931026	5.445901978979672e-16
93	93	ko:K00132	2.6419050185900876e-21	47.382786697992564	4.923038944313098e-21
94	94	ko:K00133	3.486059530338635e-117	268.15368385637527	3.8834703167972394e-116
95	95	ko:K00134	1.4461659784774813e-167	384.16279462829374	6.467634270168999e-166
96	96	ko:K00135	7.274149004956306e-77	175.31472532958983	3.862106668402712e-76
97	97	ko:K00137	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
98	98	ko:K00138	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
99	99	ko:K00140	4.099635573953931e-34	76.87699507643923	1.0108035075096876e-33
100	100	ko:K00141	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
101	101	ko:K00145	2.058991089572822e-120	275.58799505880006	2.564113497116398e-119
102	102	ko:K00146	1.6299675263083388e-15	34.05021630280069	2.635042489100578e-15
103	103	ko:K00147	1.6261983568077535e-113	259.70587051398513	1.6523577665275465e-112
104	104	ko:K00148	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
105	105	ko:K00150	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
106	106	ko:K00151	1.1731691284193236e-11	25.168727279156048	1.664661243590828e-11
107	107	ko:K00153	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
108	108	ko:K00154	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
109	109	ko:K00156	2.359837182671743e-23	52.10086451259881	4.58570327251182e-23
110	110	ko:K00158	2.0865623883924527e-62	142.0247578440495	8.750422829350141e-62
111	111	ko:K00161	1.6493051908092778e-50	114.62890054695504	5.607820701491922e-50
112	112	ko:K00162	3.221159555720074e-66	150.80087473240283	1.4522475789475271e-65
113	113	ko:K00163	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
114	114	ko:K00164	1.044641256626595e-42	96.66490037436657	3.0965249053464674e-42
115	115	ko:K00166	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
116	116	ko:K00167	8.582503881676756e-14	30.086465603288936	1.2472723264476632e-13
117	117	ko:K00169	2.860731006035384e-30	68.02647560113297	6.692515797624588e-30
118	118	ko:K00170	1.1912346995317193e-26	59.692222085986124	2.5325104108365178e-26
119	119	ko:K00171	0.003550915909533088	5.640549706086405	0.0037292529615545475
120	120	ko:K00172	1.7283776753875155e-27	61.62261430219304	3.7446145746461485e-27
121	121	ko:K00174	9.567407160188571e-60	135.89674334503675	3.8667218779996952e-59
122	122	ko:K00175	1.278879157613216e-63	144.81687682242054	5.479505313773548e-63
123	123	ko:K00176	1.8790544279317273e-48	109.89331577726719	6.094741386944252e-48
124	124	ko:K00177	4.527127939515477e-40	90.59331599027253	1.2889271786901175e-39
125	125	ko:K00179	5.3153121998998285e-37	83.52505669131297	1.4221361506020195e-36
126	126	ko:K00180	2.9766354973344815e-35	79.49968461984635	7.705046764752162e-35
128	128	ko:K00184	4.560653786454718e-15	33.02131040743897	6.790553037571825e-15
129	129	ko:K00185	2.6767544831704476e-09	19.738660790035702	3.4068289818000276e-09
130	130	ko:K00186	2.9811084408876483e-18	40.35423648250608	5.004178470498253e-18
131	131	ko:K00187	2.3164446181009805e-09	19.8832323189333	2.949471358084935e-09
132	132	ko:K00188	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
134	134	ko:K00196	1.1421452586781469e-23	52.82654883897712	2.2321926634516765e-23
136	136	ko:K00198	0.0005000763904267051	7.600749690358478	0.0005262741401828276
137	137	ko:K00207	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
138	138	ko:K00208	7.389444884229012e-88	200.62743556849173	4.638845164515487e-87
139	139	ko:K00209	2.038176542515441e-19	43.03706121046251	3.4960547805129083e-19
140	140	ko:K00210	2.088529632978163e-38	86.76177324027762	5.664639690684908e-38
141	141	ko:K00211	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
142	142	ko:K00214	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
143	143	ko:K00215	1.3519047502464039e-99	227.65440968227273	1.0551745738547411e-98
144	144	ko:K00216	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
145	145	ko:K00219	2.701577072693154e-53	121.04317422519726	9.529397077945282e-53
146	146	ko:K00220	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
148	148	ko:K00226	4.853352830871e-85	194.14006313305174	2.903954374486974e-84
149	149	ko:K00228	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
150	150	ko:K00230	2.5023920660937257e-51	116.51459264185131	8.58944324311275e-51
151	151	ko:K00231	3.0883067490189955e-08	17.293057780901098	3.8663783104289716e-08
152	152	ko:K00232	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
153	153	ko:K00239	2.1049412854044638e-95	218.0012962606085	1.5137294901024825e-94
154	154	ko:K00240	4.6403152342703855e-54	122.80481271932767	1.6675197325732934e-53
155	155	ko:K00241	1.6493051908092778e-50	114.62890054695504	5.607820701491922e-50
156	156	ko:K00242	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
157	157	ko:K00243	2.895816275644244e-69	157.8151043848087	1.3764675190746535e-68
158	158	ko:K00244	3.64767680691968e-164	376.3298647773305	1.530775054520334e-162
159	159	ko:K00245	3.0194321516607403e-45	102.5112604002764	9.357643294499421e-45
160	160	ko:K00246	8.582503881676756e-14	30.086465603288936	1.2472723264476632e-13
161	161	ko:K00247	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
162	162	ko:K00248	8.399159411489639e-45	101.48819755395088	2.5756581438537044e-44
163	163	ko:K00249	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
164	164	ko:K00252	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
165	165	ko:K00253	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
166	166	ko:K00254	4.727475540726706e-93	212.58702230073746	3.218360293114725e-92
168	168	ko:K00259	1.2742645398598342e-57	131.004981119964	4.941404326405825e-57
169	169	ko:K00260	1.053216992272444e-12	27.57917183347219	1.511963568803483e-12
170	170	ko:K00261	1.4503237989411791e-37	84.82386159966248	3.897427156189738e-37
171	171	ko:K00262	2.3097185049258705e-116	266.2627451295405	2.513613726408669e-115
172	172	ko:K00263	0.00012503994317040196	8.986877326342503	0.00013277638332843204
173	173	ko:K00265	7.635375582180393e-91	207.50245133283238	4.971513941766128e-90
174	174	ko:K00266	1.0975933354482226e-150	345.2946440430671	3.396441599137e-149
175	175	ko:K00274	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
176	176	ko:K00275	3.2226551316291156e-27	60.99959191601805	6.877467081675929e-27
177	177	ko:K00276	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
178	178	ko:K00278	5.293892574641434e-83	189.44800890681432	3.0773889757901393e-82
179	179	ko:K00281	1.812588741616254e-52	119.1396687682505	6.324448302894526e-52
180	180	ko:K00282	2.2151138795546787e-26	59.07190860277818	4.681615294940157e-26
181	181	ko:K00283	5.707115343577339e-47	106.47978566847489	1.8071057214521114e-46
182	182	ko:K00284	3.659784823116046e-74	169.09389252737273	1.8655159410342776e-73
183	183	ko:K00285	1.3879231088997998e-73	167.76090332506146	6.958923803788112e-73
184	184	ko:K00286	5.251502997175304e-120	274.6516968384775	6.461035916404234e-119
185	185	ko:K00287	1.2736970407497202e-115	264.5553619670539	1.3525029061825886e-114
187	187	ko:K00290	5.1054003942448344e-48	108.89378558339162	1.6507012250943587e-47
189	189	ko:K00294	1.0423614569785884e-08	18.379191973077436	1.3105989425216111e-08
190	190	ko:K00297	6.89935783260765e-89	202.99864493693593	4.389653732127422e-88
191	191	ko:K00298	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
192	192	ko:K00299	9.994717496755682e-35	78.28842155169534	2.508710942344206e-34
194	194	ko:K00302	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
195	195	ko:K00303	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
196	196	ko:K00304	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
197	197	ko:K00305	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
198	198	ko:K00311	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
199	199	ko:K00313	2.6197992415209757e-39	88.83772093730433	7.220652250471892e-39
200	200	ko:K00316	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
201	201	ko:K00317	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
203	203	ko:K00322	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
204	204	ko:K00323	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
205	205	ko:K00324	4.099635573953931e-34	76.87699507643923	1.0108035075096876e-33
206	206	ko:K00325	2.9811084408876483e-18	40.35423648250608	5.004178470498253e-18
207	207	ko:K00329	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
208	208	ko:K00330	1.0174259839422258e-39	89.78354273413339	2.8806695950157195e-39
209	209	ko:K00331	2.4735371429451604e-34	77.38224399387329	6.178296809957195e-34
210	210	ko:K00332	1.0423614569785884e-08	18.379191973077436	1.3105989425216111e-08
211	211	ko:K00333	1.978364705345913e-28	63.79011200676638	4.304488831553412e-28
212	212	ko:K00334	1.6925974033640084e-56	128.41850093352468	6.445335171169222e-56
213	213	ko:K00335	9.714088081119063e-47	105.947922159397	3.069531597370629e-46
214	214	ko:K00336	2.1808681738228517e-69	158.09864837419371	1.0382423699310497e-68
215	215	ko:K00337	3.077285987112065e-67	153.1491531950923	1.399742482779185e-66
216	216	ko:K00338	1.4981764140641836e-28	64.06813395927418	3.2759910381767496e-28
217	217	ko:K00339	5.593855167679883e-36	81.17139464399534	1.4596912526565008e-35
218	218	ko:K00340	2.960404265081648e-32	72.59739714075805	7.135482664105136e-32
219	219	ko:K00341	1.5192698504464175e-41	93.98775895485667	4.445351658875454e-41
220	220	ko:K00342	8.322136848024272e-55	124.52326106012003	3.064286806961822e-54
221	221	ko:K00343	2.960404265081648e-32	72.59739714075805	7.135482664105136e-32
222	222	ko:K00344	1.3953239841826408e-106	243.7408932223347	1.233643586015446e-105
223	223	ko:K00346	2.2151138795546787e-26	59.07190860277818	4.681615294940157e-26
224	224	ko:K00347	7.816082598199408e-22	48.60068856334923	1.4739654687340035e-21
225	225	ko:K00348	3.891182907429544e-34	76.92917996107947	9.675843211777927e-34
226	226	ko:K00349	1.55003132239142e-22	50.218596907147564	2.9393506382829556e-22
227	227	ko:K00350	2.2151138795546787e-26	59.07190860277818	4.681615294940157e-26
228	228	ko:K00351	2.2151138795546787e-26	59.07190860277818	4.681615294940157e-26
229	229	ko:K00354	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
230	230	ko:K00355	1.4682522992308917e-25	57.180554543464986	3.054662763119753e-25
231	231	ko:K00356	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
232	232	ko:K00362	2.5023920660937257e-51	116.51459264185131	8.58944324311275e-51
233	233	ko:K00363	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
234	234	ko:K00364	8.024264848832988e-66	149.88814608040923	3.580820883379441e-65
235	235	ko:K00366	4.0183039004595835e-18	40.05567177560176	6.723142544542836e-18
236	236	ko:K00368	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
237	237	ko:K00370	2.576136639829946e-27	61.22350666059163	5.565581520535288e-27
238	238	ko:K00371	2.4747044020785613e-24	54.355921276472806	4.866018572379764e-24
239	239	ko:K00372	1.1874201167429385e-15	34.36699341035797	1.9338976755140842e-15
240	240	ko:K00373	1.1125426721561098e-36	82.78641525646874	2.9457860640883684e-36
241	241	ko:K00374	2.4817614625324526e-43	98.10219042353722	7.44285486095758e-43
242	242	ko:K00375	1.0400987244676338e-60	138.11578994362205	4.2712365179713087e-60
243	243	ko:K00376	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
244	244	ko:K00380	3.0006995975680502e-30	67.97870732915061	6.987946193196292e-30
245	245	ko:K00381	2.693684385342442e-35	79.59956833832787	6.975572370664896e-35
246	246	ko:K00382	1.4481151178368763e-129	296.6632142041599	2.5643356436377284e-128
247	247	ko:K00383	3.077285987112065e-67	153.1491531950923	1.399742482779185e-66
248	248	ko:K00384	6.081737173353373e-192	440.2910474787429	4.186831872037766e-190
249	249	ko:K00385	1.0354599404335646e-16	36.80651577300568	1.7017873001707218e-16
250	250	ko:K00389	4.5273571478567275e-17	37.633808222723445	7.450743283620244e-17
251	251	ko:K00390	1.933700281847468e-12	26.97158570409862	2.7740064684803173e-12
252	252	ko:K00392	9.940608596027031e-23	50.662828893104376	1.8938466687766674e-22
253	253	ko:K00394	5.45470469071546e-13	28.237127726627147	7.902808143772435e-13
254	254	ko:K00395	6.083144982364527e-15	32.73325456583271	9.03111928930154e-15
255	255	ko:K00405	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
256	256	ko:K00406	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
257	257	ko:K00407	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
258	258	ko:K00411	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
259	259	ko:K00412	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
260	260	ko:K00413	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
261	261	ko:K00424	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
262	262	ko:K00425	1.1622438694096377e-135	310.69863504738197	2.5800971695191483e-134
263	263	ko:K00426	2.318880287085359e-128	293.8898074689423	3.860809651894563e-127
264	264	ko:K00427	7.193597971114936e-30	67.10436133002457	1.6121131956481787e-29
265	265	ko:K00428	3.71542876156494e-46	104.606420192605	1.1686053399439624e-45
266	266	ko:K00432	4.3467507008940254e-79	180.43479374585831	2.386428453797284e-78
267	267	ko:K00433	2.1890446237573895e-78	178.81817204974928	1.1922023475343578e-77
268	268	ko:K00435	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
269	269	ko:K00437	2.3164446181009805e-09	19.8832323189333	2.949471358084935e-09
270	270	ko:K00441	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
271	271	ko:K00446	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
272	272	ko:K00448	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
273	273	ko:K00449	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
274	274	ko:K00450	2.3164446181009805e-09	19.8832323189333	2.949471358084935e-09
275	275	ko:K00451	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
276	276	ko:K00452	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
277	277	ko:K00453	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
278	278	ko:K00455	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
279	279	ko:K00457	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
280	280	ko:K00459	4.0311768804593925e-92	210.44377019223538	2.699346529680295e-91
281	281	ko:K00466	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
282	282	ko:K00467	2.6197992415209757e-39	88.83772093730433	7.220652250471892e-39
283	283	ko:K00479	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
284	284	ko:K00480	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
285	285	ko:K00481	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
286	286	ko:K00483	1.4589816638006474e-07	15.740356949145276	1.8143252799079695e-07
287	287	ko:K00484	7.241185813773882e-13	27.953821229503646	1.040251945627024e-12
288	288	ko:K00486	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
289	289	ko:K00500	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
290	290	ko:K00507	2.6820883600498576e-15	33.55218066501229	3.9954182791211956e-15
291	291	ko:K00508	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
292	292	ko:K00518	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
293	293	ko:K00520	1.3428123262449875e-17	38.84918041530794	2.2399703574470565e-17
294	294	ko:K00523	3.72646839143282e-20	44.736240886683056	6.422523722731051e-20
295	295	ko:K00525	6.562751602896725e-144	329.69084342447076	1.8112603185111816e-142
296	296	ko:K00526	9.480052346053185e-106	241.82483001938158	8.262344342001119e-105
297	297	ko:K00527	2.3164446181009805e-09	19.8832323189333	2.949471358084935e-09
298	298	ko:K00528	2.0413633249315413e-105	241.05781688319428	1.7741039846603623e-104
299	299	ko:K00529	5.177520203730264e-25	55.92030110835382	1.0289544692914474e-24
300	300	ko:K00532	1.9304062762622845e-10	22.368120443341528	2.506378312070146e-10
301	301	ko:K00533	4.5622554742443416e-21	46.83646983008877	8.473155286661134e-21
302	302	ko:K00534	5.557485236857016e-05	9.797779754553527	5.966481872476422e-05
303	303	ko:K00537	6.849157449727361e-101	230.6369687477294	5.464165064385357e-100
304	304	ko:K00544	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
305	305	ko:K00547	4.778970797081087e-60	136.59088037074105	1.9507497717332326e-59
306	306	ko:K00548	3.854310965092174e-76	173.6472748144864	2.0358071795792888e-75
307	307	ko:K00549	8.80198985750093e-99	225.78094639031713	6.691041173313672e-98
308	308	ko:K00554	2.2882348977845416e-114	261.66691986795774	2.364252144810436e-113
309	309	ko:K00556	1.964754759703131e-28	63.797015170523075	4.277914858813463e-28
310	310	ko:K00557	1.2035071574266132e-55	126.45694018927296	4.501763341607362e-55
311	311	ko:K00558	1.5140635470837717e-89	204.5152761493609	9.703626938265972e-89
312	312	ko:K00560	2.368841777026409e-128	293.868490769221	3.9226739372542726e-127
313	313	ko:K00561	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
314	314	ko:K00563	2.6255878401321613e-57	130.28204549058967	1.0073247774884003e-56
315	315	ko:K00564	2.5042877234349815e-87	199.4068987383201	1.5593263090941191e-86
316	316	ko:K00566	1.4690852899951323e-135	310.46434759878844	3.2261955454480916e-134
317	317	ko:K00567	1.7047388395547368e-171	393.20863897626026	8.289630849168152e-170
318	318	ko:K00568	1.4682522992308917e-25	57.180554543464986	3.054662763119753e-25
319	319	ko:K00571	9.406455436179916e-84	191.17575160939796	5.559733700577916e-83
320	320	ko:K00573	3.19938593363634e-36	81.73010445213295	8.366469319415218e-36
321	321	ko:K00574	5.916018246992467e-72	164.00846306638124	2.906771756160613e-71
322	322	ko:K00575	4.828175962620433e-61	138.88322192378968	1.9880533684795292e-60
324	324	ko:K00588	9.099019904522638e-54	122.13142831675573	3.245034630675798e-53
325	325	ko:K00590	3.4002273021400257e-12	26.407178832970438	4.8721217680570485e-12
327	327	ko:K00595	1.8002043271154794e-58	132.96203522013073	7.065888476769085e-58
328	328	ko:K00596	0.00012503994317040196	8.986877326342503	0.00013277638332843204
329	329	ko:K00598	2.968584695595122e-20	44.96361655411412	5.458739024583228e-20
330	330	ko:K00600	6.020426052855261e-125	286.0279785945397	8.741030906598148e-124
331	331	ko:K00602	3.9739482663638524e-146	334.797663451112	1.1272398624079317e-144
332	332	ko:K00603	3.0735230683226894e-24	54.139217748965535	6.0241445424226224e-24
333	333	ko:K00604	1.4690852899951323e-135	310.46434759878844	3.2261955454480916e-134
334	334	ko:K00605	1.4503778349223487e-69	158.50654731829212	6.915536960754264e-69
335	335	ko:K00606	1.4718323585897215e-74	170.00478875456594	7.590839108652546e-74
336	336	ko:K00609	1.3990010763854955e-115	264.46152722923586	1.4804282547519742e-114
337	337	ko:K00610	9.863079113639267e-36	80.60426494459084	2.564986660834796e-35
338	338	ko:K00611	1.0642468461935828e-109	250.91950777403673	1.0000982249429573e-108
339	339	ko:K00612	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
341	341	ko:K00615	5.63473839382505e-204	460.5164552836615	4.862541146333251e-202
342	342	ko:K00616	1.5400392848485067e-89	204.49826535072802	9.859791743225496e-89
343	343	ko:K00619	2.038176542515441e-19	43.03706121046251	3.4960547805129083e-19
344	344	ko:K00620	6.716157084751819e-61	138.5531745440655	2.7598856108835946e-60
345	345	ko:K00624	1.3893906132770167e-05	11.184060221670764	1.516351315915262e-05
346	346	ko:K00625	1.1825837308839325e-94	216.27529709420463	8.337963773447474e-94
