	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Desulfovibrio fairfieldensis	129.109366570545	-2.25683785668017	0.488650550798505	-4.61851082126535	3.86503827289933e-06	0.000161938972464617
UBA9502 sp900555625	378.139943135103	1.3010752326169	0.282233332063304	4.60992761948144	4.02809187529039e-06	0.000161938972464617
Negativibacillus massiliensis	686.294560115452	1.63297821087714	0.354452014039419	4.60705016813795	4.08421490259688e-06	0.000161938972464617
Citrobacter portucalensis_A	650.147688180711	2.20501566356992	0.478627882424117	4.6069519652765	4.08614345539105e-06	0.000161938972464617
Prevotellamassilia sp900546605	379.384855781721	2.25966301404208	0.490492965852663	4.60692236455202	4.0867249391385e-06	0.000161938972464617
CAG-180 sp004556705	803.958967274159	-1.83345081449099	0.398190202567735	-4.60445988542148	4.13537716508458e-06	0.000161938972464617
Enterococcus_D sp002850555	53.1795268408175	5.64645552532931	1.22738196318572	4.60040614469657	4.21667978861013e-06	0.000162763839840351
Bifidobacterium breve	25893.7036155289	2.1059174397146	0.458829568232232	4.58975965264888	4.43756678262524e-06	0.000168877541502161
Akkermansia muciniphila	22739.0668420754	-2.32535014063573	0.518562055449945	-4.48422732862334	7.31786151303875e-06	0.000274623080669871
Evtepia sp004554585	261.47588174634	1.42494256065263	0.318549281212974	4.47322484994072	7.70486829837115e-06	0.000285185673180806
Eubacterium_G sp000434315	6418.05983070802	-1.7048275927225	0.382197855237756	-4.4605891146667	8.17346628400968e-06	0.000298441971613434
UBA1191 sp900545775	1461.5315797407	-2.18875133275434	0.491721576858252	-4.45120050809828	8.53915631166104e-06	0.00030660041630778
Phil1 sp001940855	1963.64151104729	-2.10850097230221	0.473918306874393	-4.4490810794128	8.62384590651046e-06	0.00030660041630778
CAG-269 sp003525075	5559.04971999581	-1.97432288166587	0.444779003564362	-4.43888507740715	9.04260814097482e-06	0.000317050586202971
CAG-279 sp900541555	330.793184098223	1.25824998067504	0.28362693993832	4.43628514607487	9.15245955730263e-06	0.000317050586202971
CAG-41 sp900066215	50420.6514625469	-1.67919137595958	0.380744788076374	-4.41028066186621	1.03236727502313e-05	0.00035309574393829
Eubacterium_R sp000433975	164.956805145057	-2.32864400267197	0.530001320704766	-4.39365698103443	1.11459636956222e-05	0.000376454923819639
HGM11788 sp900760465	1201.64349414075	-1.60483258223474	0.368096596331983	-4.35981369625964	1.30173222611304e-05	0.000434232157402153
Parvimonas micra	253.623196406838	-1.79201846224379	0.412323092096619	-4.34615110478428	1.3854714393474e-05	0.00045652973525813
CAG-269 sp900556345	220.434247441751	-1.66797749735986	0.384515801627233	-4.33786463469419	1.43873716588307e-05	0.000468369617134466
Ruthenibacterium sp900759375	365.130307153032	-1.36133267845698	0.314475221581908	-4.32890283567987	1.4985402537418e-05	0.000481162446768617
Anaerosalibacter massiliensis	88.6988665179913	1.83704799773024	0.424584816058792	4.32669263772227	1.51364944394273e-05	0.000481162446768617
UMGS1004 sp900761685	1440.37163423004	1.80562838693393	0.41874049163633	4.31204629836011	1.61750551998372e-05	0.00050788249149057
Christensenella minuta	605.31408908949	-1.49128324223015	0.346035313998056	-4.30962731809079	1.63529891782678e-05	0.00050788249149057
Collinsella stercoris	466.447118248562	-3.73378925855288	0.868144335937406	-4.30088535280393	1.7011706182165e-05	0.000522336705729658
Raoultella ornithinolytica	1001.3318752971	1.76427594491517	0.412198914204557	4.28015670133384	1.86761767567812e-05	0.000567000332548572
Prevotella rara	4201.97148451284	1.39414418459759	0.326982082511216	4.26367149505745	2.01095027237307e-05	0.000603731959550225
Eubacterium limosum	121.761830563052	-2.21875201426716	0.522055076312904	-4.25003436407026	2.13737721761899e-05	0.000634636620000716
Weissella confusa	100.216609174435	-3.60379773586736	0.848476399366286	-4.24737534073897	2.16289438767099e-05	0.000635232677770329
Veillonella_A sp900765165	108.031298452694	-1.56050275409985	0.368615618875092	-4.23341463083429	2.30169578825384e-05	0.000668729249447514
Prevotellamassilia sp900542795	271.649587521105	1.63888638313286	0.387559786297703	4.22873177526719	2.35012326813848e-05	0.000675535433032998
Desulfovibrio piger_A	42.5410540678306	2.67599823927254	0.637789538381413	4.19573868530943	2.71983687606236e-05	0.000773578867275841
Eisenbergiella sp900550285	368.322297808854	-0.969562348235222	0.231245472302723	-4.19278413791372	2.75551619524135e-05	0.000775562995785638
Bifidobacterium dentium	1257.7790789597	-1.62293387445699	0.390044393131371	-4.16089528022102	3.17002428489973e-05	0.000883031506989594
Phocaeicola sp900551065	2018.07462705402	1.38077804053619	0.333044448279787	4.14592721082146	3.38441337620606e-05	0.000933131116582528
Peptostreptococcus stomatis	126.281593716862	-2.40668460171285	0.581267077326376	-4.14041100139845	3.4668409828554e-05	0.000945364802574055
Prevotella sp900549175	684.391354633963	1.05478782018226	0.254883814774794	4.13830835478601	3.49875944698022e-05	0.000945364802574055
Akkermansia muciniphila_A	3240.29178286231	-1.97360304299248	0.478121545227034	-4.12782704041359	3.66207390256722e-05	0.000978780268407126
Gemella morbillorum	869.585996987802	-1.43171998299612	0.347036034176024	-4.12556576839487	3.69824474785539e-05	0.000978780268407126
Akkermansia sp900545155	342.500607471427	2.26749805235404	0.549928017421269	4.12326337360811	3.7354217245963e-05	0.000978780268407126
CAG-83 sp003487665	854.950430136502	1.37323749105172	0.33320454496841	4.12130480147537	3.76732597758479e-05	0.000978780268407126
Christensenella hongkongensis	536.261018766057	-1.93553723806684	0.470234511797332	-4.11611055655789	3.853195318711e-05	0.000991555595348298
